Date	Cases	Cases_per_capitaTotal_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
2020-02-02	7.018	2.7e-07	7.018	2.7e-07	0.0	0.0	0.0	0.0
2020-02-03	14.037	5.3e-07	21.055	8e-07	0.0	0.0	0.0	0.0
2020-02-04	28.074	1.07e-06	49.129	1.87e-06	0.0	0.0	0.0	0.0
2020-02-05	56.147	2.14e-06	105.276	4.01e-06	0.0	0.0	0.0	0.0
2020-02-06	97.556	3.71e-06	202.832	7.72e-06	0.0	0.0	0.0	0.0
2020-02-07	195.112	7.43e-06	397.943	1.515e-05	0.0	0.0	0.0	0.0
2020-02-08	292.667	1.114e-05	690.611	2.63e-05	0.0	0.0	0.0	0.0
2020-02-09	585.335	2.229e-05	1275.945	4.858e-05	0.0	0.0	0.0	0.0
2020-02-10	975.558	3.715e-05	2251.503	8.573e-05	0.0	0.0	0.0	0.0
2020-02-11	1463.337	5.572e-05	3714.839	0.00014145	0.0	0.0	0.0	0.0
2020-02-12	1951.115	7.429e-05	5665.955	0.00021574	0.042	0.0	0.042	0.0
2020-02-13	2438.894	9.287e-05	8104.849	0.00030861	0.084	0.0	0.126	0.0
2020-02-14	2926.673	0.00011144	11031.522	0.00042005	0.168	1e-08	0.295	1e-08
2020-02-15	3414.452	0.00013001	14445.974	0.00055006	0.337	1e-08	0.632	2e-08
2020-02-16	4097.342	0.00015602	18543.316	0.00070608	0.585	2e-08	1.217	5e-08
2020-02-17	4877.788	0.00018573	23421.105	0.00089181	1.171	4e-08	2.388	9e-08
2020-02-18	5853.346	0.00022288	29274.451	0.00111469	1.756	7e-08	4.144	1.6e-07
2020-02-19	7024.015	0.00026746	36298.466	0.00138215	3.512	1.3e-07	7.656	2.9e-07
2020-02-20	9072.686	0.00034546	45371.153	0.00172761	5.853	2.2e-07	13.509	5.1e-07
2020-02-21	12779.806	0.00048662	58150.958	0.00221423	8.78	3.3e-07	22.289	8.5e-07
2020-02-22	18438.04	0.00070207	76588.998	0.0029163	11.707	4.5e-07	33.996	1.29e-06
2020-02-23	22743.501	0.00086601	99332.5	0.00378231	14.633	5.6e-07	48.629	1.85e-06
2020-02-24	28473.277	0.00108419	127805.777	0.0048665	17.56	6.7e-07	66.189	2.52e-06
2020-02-25	34671.32	0.00132019	162477.097	0.00618669	20.487	7.8e-07	86.676	3.3e-06
2020-02-26	42131.085	0.00160424	204608.182	0.00779093	24.584	9.4e-07	111.26	4.24e-06
2020-02-27	50709.488	0.00193088	255317.67	0.00972181	29.267	1.11e-06	140.527	5.35e-06
2020-02-28	62064.98	0.00236327	317382.65	0.01208507	35.12	1.34e-06	175.647	6.69e-06
2020-02-29	76652.819	0.00291873	394035.469	0.01500381	42.144	1.6e-06	217.791	8.29e-06
2020-03-01	94290.902	0.00359034	488326.371	0.01859415	54.436	2.07e-06	272.227	1.037e-05
2020-03-02	113535.403	0.00432312	601861.774	0.02291727	76.679	2.92e-06	348.906	1.329e-05
2020-03-03	136122.816	0.00518319	737984.59	0.02810046	110.628	4.21e-06	459.534	1.75e-05
2020-03-04	159880.897	0.00608783	897865.487	0.03418829	136.461	5.2e-06	595.995	2.269e-05
2020-03-05	185889.265	0.00707816	1083754.752	0.04126645	170.84	6.51e-06	766.835	2.92e-05
2020-03-06	214921.862	0.00818364	1298676.614	0.0494501	208.028	7.92e-06	974.863	3.712e-05
2020-03-07	247954.245	0.00944143	1546630.859	0.05889152	252.787	9.63e-06	1227.649	4.675e-05
2020-03-08	279920.018	0.0106586	1826550.877	0.06955012	304.257	1.159e-05	1531.906	5.833e-05
2020-03-09	306624.284	0.01167542	2133175.161	0.08122555	372.39	1.418e-05	1904.296	7.251e-05
2020-03-10	330993.715	0.01260335	2464168.876	0.09382889	459.917	1.751e-05	2364.213	9.002e-05
2020-03-11	359362.933	0.01368357	2823531.808	0.10751246	565.745	2.154e-05	2929.958	0.00011156
2020-03-12	396154.465	0.01508449	3219686.273	0.12259695	681.212	2.594e-05	3611.171	0.0001375
2020-03-13	440223.657	0.01676253	3659909.93	0.13935948	816.737	3.11e-05	4427.908	0.0001686
2020-03-14	485639.119	0.01849183	4145549.049	0.1578513	959.285	3.653e-05	5387.193	0.00020513
2020-03-15	507289.996	0.01931623	4652839.045	0.17716754	1115.336	4.247e-05	6502.529	0.0002476
2020-03-16	526801.15	0.02005916	5179640.195	0.1972267	1289.531	4.91e-05	7792.06	0.0002967
2020-03-17	536556.726	0.02043063	5716196.921	0.21765733	1487.725	5.665e-05	9279.785	0.00035335
2020-03-18	546312.303	0.0208021	6262509.225	0.23845943	1679.52	6.395e-05	10959.305	0.0004173
2020-03-19	546312.303	0.0208021	6808821.528	0.25926152	1839.746	7.005e-05	12799.051	0.00048735
2020-03-20	541434.515	0.02061636	7350256.043	0.27987789	1985.962	7.562e-05	14785.013	0.00056297
2020-03-21	536556.726	0.02043063	7886812.769	0.30030852	2156.178	8.21e-05	16941.191	0.00064507
2020-03-22	531678.938	0.0202449	8418491.707	0.32055341	2376.927	9.051e-05	19318.118	0.00073558
2020-03-23	521923.361	0.01987343	8940415.069	0.34042684	2641.342	0.00010058	21959.46	0.00083616
2020-03-24	512167.784	0.01950197	9452582.853	0.35992881	2913.835	0.00011095	24873.294	0.00094711
2020-03-25	502412.208	0.0191305	9954995.061	0.37905931	3043.74	0.0001159	27917.034	0.00106301
2020-03-26	487778.842	0.0185733	10442773.903	0.39763261	3160.807	0.00012035	31077.841	0.00118336
2020-03-27	473145.477	0.0180161	10915919.38	0.41564871	3219.34	0.00012258	34297.182	0.00130594
2020-03-28	458512.112	0.0174589	11374431.492	0.43310761	3277.874	0.00012481	37575.055	0.00143076
2020-03-29	448756.535	0.01708744	11823188.027	0.45019505	3277.874	0.00012481	40852.929	0.00155557
2020-03-30	439000.958	0.01671597	12262188.985	0.46691102	3248.607	0.0001237	44101.536	0.00167927
2020-03-31	429245.381	0.0163445	12691434.366	0.48325552	3219.34	0.00012258	47320.877	0.00180185
