Date	Cases	Cases_per_capita	Total_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
2020-02-01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2020-02-02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2020-02-03	0.12	0.0	0.12	0.0	0.001	0.0	0.001	0.0
2020-02-04	0.12	0.0	0.24	1e-08	0.001	0.0	0.001	0.0
2020-02-05	0.12	0.0	0.359	1e-08	0.001	0.0	0.002	0.0
2020-02-06	0.24	1e-08	0.599	1e-08	0.001	0.0	0.004	0.0
2020-02-07	0.599	1e-08	1.198	3e-08	0.004	0.0	0.007	0.0
2020-02-08	0.959	2e-08	2.157	5e-08	0.006	0.0	0.013	0.0
2020-02-09	1.318	3e-08	3.475	7e-08	0.008	0.0	0.021	0.0
2020-02-10	1.797	4e-08	5.272	1.1e-07	0.011	0.0	0.032	0.0
2020-02-11	2.876	6e-08	8.148	1.7e-07	0.017	0.0	0.049	0.0
2020-02-12	4.313	9e-08	12.461	2.7e-07	0.026	0.0	0.075	0.0
2020-02-13	5.991	1.3e-07	18.452	3.9e-07	0.036	0.0	0.111	0.0
2020-02-14	7.309	1.6e-07	25.761	5.5e-07	0.044	0.0	0.155	0.0
2020-02-15	8.268	1.8e-07	34.029	7.3e-07	0.05	0.0	0.204	0.0
2020-02-16	8.867	1.9e-07	42.895	9.2e-07	0.053	0.0	0.257	1e-08
2020-02-17	9.346	2e-07	52.241	1.12e-06	0.056	0.0	0.313	1e-08
2020-02-18	9.466	2e-07	61.707	1.32e-06	0.057	0.0	0.37	1e-08
2020-02-19	9.586	2.1e-07	71.292	1.53e-06	0.058	0.0	0.428	1e-08
2020-02-20	9.705	2.1e-07	80.998	1.73e-06	0.058	0.0	0.486	1e-08
2020-02-21	9.586	2.1e-07	90.583	1.94e-06	0.058	0.0	0.544	1e-08
2020-02-22	9.466	2e-07	100.049	2.14e-06	0.057	0.0	0.6	1e-08
2020-02-23	9.346	2e-07	109.395	2.34e-06	0.056	0.0	0.656	1e-08
2020-02-24	8.747	1.9e-07	118.142	2.53e-06	0.052	0.0	0.709	2e-08
2020-02-25	8.507	1.8e-07	126.649	2.71e-06	0.051	0.0	0.76	2e-08
2020-02-26	8.028	1.7e-07	134.677	2.88e-06	0.048	0.0	0.808	2e-08
2020-02-27	6.95	1.5e-07	141.626	3.03e-06	0.042	0.0	0.85	2e-08
2020-02-28	5.991	1.3e-07	147.617	3.16e-06	0.036	0.0	0.886	2e-08
2020-02-29	5.152	1.1e-07	152.77	3.27e-06	0.031	0.0	0.917	2e-08
2020-03-01	4.433	9e-08	157.203	3.36e-06	0.027	0.0	0.943	2e-08
2020-03-02	3.714	8e-08	160.917	3.44e-06	0.022	0.0	0.966	2e-08
2020-03-03	2.995	6e-08	163.913	3.51e-06	0.018	0.0	0.983	2e-08
2020-03-04	2.396	5e-08	166.309	3.56e-06	0.014	0.0	0.998	2e-08
2020-03-05	2.037	4e-08	168.346	3.6e-06	0.012	0.0	1.01	2e-08
2020-03-06	1.797	4e-08	170.143	3.64e-06	0.011	0.0	1.021	2e-08
2020-03-07	1.558	3e-08	171.701	3.67e-06	0.009	0.0	1.03	2e-08
2020-03-08	1.318	3e-08	173.019	3.7e-06	0.008	0.0	1.038	2e-08
2020-03-09	1.078	2e-08	174.097	3.73e-06	0.006	0.0	1.045	2e-08
2020-03-10	0.839	2e-08	174.936	3.74e-06	0.005	0.0	1.05	2e-08
2020-03-11	0.599	1e-08	175.535	3.76e-06	0.004	0.0	1.053	2e-08
2020-03-12	0.479	1e-08	176.014	3.77e-06	0.003	0.0	1.056	2e-08
2020-03-13	0.359	1e-08	176.374	3.77e-06	0.002	0.0	1.058	2e-08
2020-03-14	0.24	1e-08	176.614	3.78e-06	0.001	0.0	1.06	2e-08
2020-03-15	0.12	0.0	176.733	3.78e-06	0.001	0.0	1.06	2e-08
2020-03-16	176.733	3.78e-06	353.467	7.57e-06	1.06	2e-08	2.121	5e-08
