Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Confirmed_change	Deaths_change	Tests	Tests_per_capita
Afghanistan	24	0	1	N/A	6.5e-7	0	120	48	30	3.25e-6	1.3e-6	8.125e-7	2	0	100	0	NA	NA
Qatar	470	0	10	N/A	1.6896e-4	0	2350	940	587.5	8.448e-4	3.3792e-4	2.112e-4	10	0	25	0	NA	NA
Bangladesh	20	1	3	N/A	1.2e-7	1e-8	333.333333333	153.846153846	100	3.33333333333e-6	1.53846153846e-6	1e-6	3	0	0	0	NA	NA
Bhutan	2	0	0	N/A	2.65e-6	0	10	4	2.5	1.325e-5	5.3e-6	3.3125e-6	1	0	100	0	NA	NA
India	244	5	20	N/A	1.8e-7	0	1666.66666667	769.230769231	500	9e-7	3.6e-7	2.25e-7	50	1	31.6	0	14376	1.06e-5
Nepal	1	0	1	N/A	4e-8	0	5	2	1.25	2e-7	8e-8	5e-8	0	0	100	0	NA	NA
Cambodia	51	0	1	N/A	3.14e-6	0	255	102	63.75	1.57e-5	6.28e-6	3.925e-6	14	0	600	0	NA	NA
Bahrain	285	1	100	N/A	1.8159e-4	6.4e-7	333.333333333	153.846153846	100	2.13333333333e-4	9.84615384615e-5	6.4e-5	7	0	-68.2	0	NA	NA
Brunei	78	0	1	N/A	1.8183e-4	0	390	156	97.5	9.0915e-4	3.6366e-4	2.272875e-4	3	0	-57.1	0	NA	NA
Saudi Arabia	344	0	8	N/A	1.021e-5	0	1720	688	430	5.105e-5	2.042e-5	1.27625e-5	70	0	-32	0	NA	NA
Iran	19644	1433	6745	N/A	2.4015e-4	1.752e-5	477666.666667	220461.538462	143300	0.00584	0.00269538461538	0.001752	1237	149	18.3	0	NA	NA
Singapore	385	0	124	N/A	6.828e-5	0	1925	770	481.25	3.414e-4	1.3656e-4	8.535e-5	40	0	25	0	NA	NA
Jordan	85	0	1	N/A	8.54e-6	0	425	170	106.25	4.27e-5	1.708e-5	1.0675e-5	16	0	-5.9	0	NA	NA
Kuwait	159	0	18	N/A	3.843e-5	0	795	318	198.75	1.9215e-4	7.686e-5	4.80375e-5	11	0	83.3	0	NA	NA
China	81250	3253	71266	N/A	5.834e-5	2.34e-6	1084333.33333	500461.538462	325300	7.8e-4	3.6e-4	2.34e-4	94	4	74.1	0	NA	NA
Iraq	208	17	49	N/A	5.41e-6	4.4e-7	5666.66666667	2615.38461538	1700	1.46666666667e-4	6.76923076923e-5	4.4e-5	16	4	-42.9	0	NA	NA
Kazakhstan	49	3	0	N/A	2.68e-6	1.6e-7	1000	461.538461538	300	5.33333333333e-5	2.46153846154e-5	1.6e-5	5	3	-44.4	0	NA	NA
Kyrgyzstan	6	0	0	N/A	9.5e-7	0	30	12	7.5	4.75e-6	1.9e-6	1.1875e-6	3	0	100	0	NA	NA
Maldives	13	0	0	N/A	2.521e-5	0	65	26	16.25	1.2605e-4	5.042e-5	3.15125e-5	0	0	100	0	NA	NA
Oman	48	0	12	N/A	9.94e-6	0	240	96	60	4.97e-5	1.988e-5	1.2425e-5	0	0	-100	0	NA	NA
Philippines	230	18	8	N/A	2.16e-6	1.7e-7	6000	2769.23076923	1800	5.66666666667e-5	2.61538461538e-5	1.7e-5	13	1	-13.3	0	1267	1.17e-5
Indonesia	369	32	15	N/A	1.38e-6	1.2e-7	10666.6666667	4923.07692308	3200	4e-5	1.84615384615e-5	1.2e-5	58	7	-31	0	1939	7.1e-6
Vietnam	91	0	16	N/A	9.5e-7	0	455	182	113.75	4.75e-6	1.9e-6	1.1875e-6	6	0	-40	0	15637	1.61e-4
Mongolia	6	0	0	N/A	1.89e-6	0	30	12	7.5	9.45e-6	3.78e-6	2.3625e-6	0	0	100	0	NA	NA
Thailand	322	1	42	N/A	4.64e-6	1e-8	333.333333333	153.846153846	100	3.33333333333e-6	1.53846153846e-6	1e-6	50	0	-16.7	0	8777	1.27e-4
Taiwan	135	2	26	N/A	5.68e-6	8e-8	666.666666667	307.692307692	200	2.66666666667e-5	1.23076923077e-5	8e-6	27	1	237.5	0	NA	NA
Pakistan	501	3	13	N/A	2.36e-6	1e-8	1000	461.538461538	300	3.33333333333e-6	1.53846153846e-6	1e-6	47	1	-69.7	0	NA	NA
United Arab Emirates	140	2	31	N/A	1.454e-5	2.1e-7	666.666666667	307.692307692	200	7e-5	3.23076923077e-5	2.1e-5	0	2	-100	0	NA	NA
Lebanon	163	4	4	N/A	2.38e-5	5.8e-7	1333.33333333	615.384615385	400	1.93333333333e-4	8.92307692308e-5	5.8e-5	6	0	-75	0	NA	NA
Uzbekistan	33	0	0	N/A	1e-6	0	165	66	41.25	5e-6	2e-6	1.25e-6	10	0	25	0	NA	NA
Malaysia	1030	3	87	N/A	3.257e-5	9e-8	1000	461.538461538	300	3e-5	1.38461538462e-5	9e-6	130	1	18.2	0	10143	3.09e-4
Sri Lanka	73	0	3	N/A	3.37e-6	0	365	146	91.25	1.685e-5	6.74e-6	4.2125e-6	13	0	44.4	0	NA	NA
Japan	963	33	191	N/A	7.61e-6	2.6e-7	11000	5076.92307692	3300	8.66666666667e-5	4e-5	2.6e-5	39	4	11.4	0	18844	1.48e-4
South Korea	8652	94	1540	N/A	1.6756e-4	1.82e-6	31333.3333333	14461.5384615	9400	6.06666666667e-4	2.8e-4	1.82e-4	87	3	-42.8	0	NA	NA
