Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Confirmed_change	Deaths_change	Tests	Tests_per_capita
East Timor	1	0	0	1	7.9e-7	0	5	2	1.25	3.95e-6	1.58e-6	9.875e-7	0	0	0	0	NA	NA
Afghanistan	174	4	5	165	4.68e-6	1.1e-7	1333.33333333	615.384615385	400	3.66666666667e-5	1.69230769231e-5	1.1e-5	4	0	0	0	NA	NA
Qatar	781	2	62	717	2.8077e-4	7.2e-7	666.666666667	307.692307692	200	2.4e-4	1.10769230769e-4	7.2e-5	88	1	0	0	NA	NA
Bangladesh	51	5	25	21	3.2e-7	3e-8	1666.66666667	769.230769231	500	1e-5	4.61538461538e-6	3e-6	2	0	0	0	NA	NA
Bhutan	4	0	0	4	5.3e-6	0	20	8	5	2.65e-5	1.06e-5	6.625e-6	0	0	0	0	NA	NA
Kuwait	289	0	73	216	6.985e-5	0	1445	578	361.25	3.4925e-4	1.397e-4	8.73125e-5	23	0	0	0	NA	NA
Nepal	5	0	1	4	1.8e-7	0	25	10	6.25	9e-7	3.6e-7	2.25e-7	0	0	0	0	1060	3.8e-5
Cambodia	109	0	23	86	6.71e-6	0	545	218	136.25	3.355e-5	1.342e-5	8.3875e-6	2	0	0	0	NA	NA
Laos	9	0	0	9	1.27e-6	0	45	18	11.25	6.35e-6	2.54e-6	1.5875e-6	1	0	0	0	NA	NA
Bahrain	567	4	295	268	3.6128e-4	2.55e-6	1333.33333333	615.384615385	400	8.5e-4	3.92307692308e-4	2.55e-4	52	0	0	0	33852	0.021569
Brunei	129	1	45	83	3.0073e-4	2.33e-6	333.333333333	153.846153846	100	7.76666666667e-4	3.58461538462e-4	2.33e-4	2	0	0	0	NA	NA
Saudi Arabia	1563	10	165	1388	4.638e-5	3e-7	3333.33333333	1538.46153846	1000	1e-4	4.61538461538e-5	3e-5	110	2	0	0	NA	NA
Iran	44605	2898	14656	27051	5.4529e-4	3.543e-5	966000	445846.153846	289800	0.01181	0.00545076923077	0.003543	3110	141	0	0	NA	NA
Singapore	926	3	240	683	1.6422e-4	5.3e-7	1000	461.538461538	300	1.76666666667e-4	8.15384615385e-5	5.3e-5	47	0	0	0	NA	NA
Jordan	274	5	30	239	2.752e-5	5e-7	1666.66666667	769.230769231	500	1.66666666667e-4	7.69230769231e-5	5e-5	6	0	0	0	NA	NA
Lebanon	470	12	37	421	6.862e-5	1.75e-6	4000	1846.15384615	1200	5.83333333333e-4	2.69230769231e-4	1.75e-4	24	1	0	0	NA	NA
China	82279	3309	76206	2764	5.908e-5	2.38e-6	1103000	509076.923077	330900	7.93333333333e-4	3.66153846154e-4	2.38e-4	81	1	0	0	NA	NA
Iraq	694	50	170	474	1.806e-5	1.3e-6	16666.6666667	7692.30769231	5000	4.33333333333e-4	2e-4	1.3e-4	64	4	0	0	NA	NA
Kazakhstan	343	2	24	317	1.877e-5	1.1e-7	666.666666667	307.692307692	200	3.66666666667e-5	1.69230769231e-5	1.1e-5	41	1	0	0	NA	NA
Kyrgyzstan	107	0	3	104	1.694e-5	0	535	214	133.75	8.47e-5	3.388e-5	2.1175e-5	13	0	0	0	8186	0.001281
Maldives	18	0	13	5	3.49e-5	0	90	36	22.5	1.745e-4	6.98e-5	4.3625e-5	1	0	0	0	NA	NA
Oman	192	1	34	157	3.976e-5	2.1e-7	333.333333333	153.846153846	100	7e-5	3.23076923077e-5	2.1e-5	13	1	0	0	NA	NA
Philippines	2084	88	49	1947	1.954e-5	8.3e-7	29333.3333333	13538.4615385	8800	2.76666666667e-4	1.27692307692e-4	8.3e-5	538	10	0	0	3938	3.9e-5
Indonesia	1528	136	81	1311	5.71e-6	5.1e-7	45333.3333333	20923.0769231	13600	1.7e-4	7.84615384615e-5	5.1e-5	114	14	0	0	6663	2.5e-5
Vietnam	212	0	58	154	2.22e-6	0	1060	424	265	1.11e-5	4.44e-6	2.775e-6	9	0	0	0	35808	3.72e-4
Mongolia	12	0	2	10	3.79e-6	0	60	24	15	1.895e-5	7.58e-6	4.7375e-6	0	0	0	0	NA	NA
Thailand	1651	10	342	1299	2.378e-5	1.4e-7	3333.33333333	1538.46153846	1000	4.66666666667e-5	2.15384615385e-5	1.4e-5	127	1	0	0	NA	NA
Syria	10	2	0	8	5.9e-7	1.2e-7	666.666666667	307.692307692	200	4e-5	1.84615384615e-5	1.2e-5	0	0	0	0	NA	NA
Taiwan	322	5	39	278	1.354e-5	2.1e-7	1666.66666667	769.230769231	500	7e-5	3.23076923077e-5	2.1e-5	16	0	0	0	31800	0.001337
Pakistan	1938	26	76	1836	9.13e-6	1.2e-7	8666.66666667	4000	2600	4e-5	1.84615384615e-5	1.2e-5	221	5	0	0	NA	NA
Myanmar	15	1	0	14	2.8e-7	2e-8	333.333333333	153.846153846	100	6.66666666667e-6	3.07692307692e-6	2e-6	1	1	0	0	NA	NA
United Arab Emirates	664	6	61	597	6.894e-5	6.2e-7	2000	923.076923077	600	2.06666666667e-4	9.53846153846e-5	6.2e-5	53	1	0	0	NA	NA
India	1397	35	123	1239	1.03e-6	3e-8	11666.6666667	5384.61538462	3500	1e-5	4.61538461538e-6	3e-6	146	3	0	0	42788	3.2e-5
Uzbekistan	172	2	7	163	5.22e-6	6e-8	666.666666667	307.692307692	200	2e-5	9.23076923077e-6	6e-6	23	0	0	0	NA	NA
Malaysia	2766	43	537	2186	8.748e-5	1.36e-6	14333.3333333	6615.38461538	4300	4.53333333333e-4	2.09230769231e-4	1.36e-4	140	6	0	0	NA	NA
Sri Lanka	143	2	17	124	6.6e-6	9e-8	666.666666667	307.692307692	200	3e-5	1.38461538462e-5	9e-6	21	0	0	0	NA	NA
Japan	1953	56	424	1473	1.544e-5	4.4e-7	18666.6666667	8615.38461538	5600	1.46666666667e-4	6.76923076923e-5	4.4e-5	87	2	0	0	32497	2.58e-4
South Korea	9786	162	5408	4216	1.8952e-4	3.14e-6	54000	24923.0769231	16200	0.00104666666667	4.83076923077e-4	3.14e-4	125	4	0	0	410564	0.00794
