Name	Cases	Cases_per_capita	Total_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
Guernsey	0.0	0.0	0.001	1e-08	0.0	0.0	0.0	0.0
Vatican	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lithuania	27.195	9.75e-06	226.964	8.136e-05	0.03	1e-08	0.089	3e-08
Ethiopia	1029.482	9.43e-06	2573.704	2.356e-05	0.0	0.0	0.0	0.0
Aruba	0.001	1e-08	0.002	2e-08	0.0	0.0	0.0	0.0
Swaziland	0.056	5e-08	0.167	1.5e-07	0.0	0.0	0.0	0.0
Argentina	6321.096	0.00014206	30580.437	0.00068729	1.025	2e-08	2.563	6e-08
Bolivia	44.491	3.92e-06	100.104	8.82e-06	0.0	0.0	0.0	0.0
Cameroon	1371.761	5.44e-05	4225.024	0.00016755	0.165	1e-08	0.165	1e-08
Burkina Faso	185.158	9.37e-06	488.144	2.471e-05	0.0	0.0	0.0	0.0
Bahrain	7.758	4.94e-06	104.789	6.677e-05	0.039	2e-08	0.137	9e-08
Saudi Arabia	3822.091	0.00011342	21364.507	0.00063396	1.47	4e-08	2.94	9e-08
Slovenia	11.249	5.44e-06	39.648	1.918e-05	0.001	0.0	0.002	0.0
Guatemala	12.836	7.4e-07	38.507	2.23e-06	0.0	0.0	0.0	0.0
Bosnia and Herzegovina	29.079	8.75e-06	102.492	3.083e-05	0.003	0.0	0.006	0.0
Guinea	13.299	1.07e-06	33.248	2.68e-06	0.0	0.0	0.0	0.0
Jordan	316.483	3.179e-05	1531.094	0.00015379	0.051	1e-08	0.128	1e-08
Liberia	1.002	2.1e-07	1.002	2.1e-07	0.0	0.0	0.0	0.0
Netherlands	1024.849	5.948e-05	9684.82	0.00056206	1.845	1.1e-07	5.227	3e-07
Jamaica	2.973	1.01e-06	6.69	2.28e-06	0.0	0.0	0.0	0.0
Oman	73.464	1.521e-05	992.262	0.00020546	0.368	8e-08	1.298	2.7e-07
Monaco	0.005	1.3e-07	0.038	9.9e-07	0.0	0.0	0.0	0.0
New Zealand	83.416	1.707e-05	696.166	0.0001425	0.093	2e-08	0.272	6e-08
Jersey	0.0	0.0	0.001	1e-08	0.0	0.0	0.0	0.0
Pakistan	153506.696	0.00072335	1622507.482	0.00764558	419.715	1.98e-06	1212.509	5.71e-06
Albania	5.317	1.86e-06	15.598	5.44e-06	0.0	0.0	0.0	0.0
Uruguay	0.513	1.5e-07	1.54	4.5e-07	0.0	0.0	0.0	0.0
Azerbaijan	336.939	3.389e-05	2196.503	0.00022092	0.205	2e-08	0.461	5e-08
Saint Vincent and the Grenadines	0.001	0.0	0.002	1e-08	0.0	0.0	0.0	0.0
Republic of Serbia	105.169	1.506e-05	323.921	4.639e-05	0.013	0.0	0.013	0.0
Kenya	227.922	4.43e-06	569.805	1.109e-05	0.0	0.0	0.0	0.0
Belarus	314.444	3.315e-05	2624.247	0.00027666	0.349	4e-08	1.025	1.1e-07
Turkey	2339.084	2.841e-05	5262.938	6.393e-05	0.0	0.0	0.0	0.0
Afghanistan	4352.229	0.00011708	58784.895	0.00158141	21.821	5.9e-07	76.909	2.07e-06
Czech Republic	384.848	3.622e-05	2508.822	0.00023611	0.234	2e-08	0.526	5e-08
Mauritania	0.837	1.9e-07	2.51	5.7e-07	0.0	0.0	0.0	0.0
Saint Lucia	0.001	1e-08	0.004	2e-08	0.0	0.0	0.0	0.0
San Marino	0.004	1.2e-07	0.037	1.1e-06	0.0	0.0	0.0	0.0
Mongolia	4.77	1.5e-06	12.575	3.97e-06	0.0	0.0	0.0	0.0
Rwanda	6.53	5.3e-07	19.589	1.59e-06	0.0	0.0	0.0	0.0
Slovakia	64.008	1.175e-05	197.145	3.619e-05	0.008	0.0	0.008	0.0
Peru	2207.63	6.901e-05	6799.5	0.00021256	0.265	1e-08	0.265	1e-08
Brazil	149560.168	0.000714	1580794.183	0.00754666	408.924	1.95e-06	1181.336	5.64e-06
Seychelles	0.0	0.0	0.001	1e-08	0.0	0.0	0.0	0.0
Norway	96.266	1.811e-05	1017.495	0.00019146	0.263	5e-08	0.76	1.4e-07
Benin	5.691	5e-07	5.691	5e-07	0.0	0.0	0.0	0.0
Montenegro	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Republic of the Congo	1.187	2.3e-07	2.373	4.5e-07	0.0	0.0	0.0	0.0
Togo	134.268	1.702e-05	413.545	5.242e-05	0.016	0.0	0.016	0.0
Armenia	29.699	1.006e-05	193.607	6.559e-05	0.018	1e-08	0.041	1e-08
Dominican Republic	384.955	3.622e-05	2509.516	0.00023614	0.234	2e-08	0.526	5e-08
Ukraine	6357.521	0.00014247	30756.654	0.00068926	1.031	2e-08	2.577	6e-08
Ghana	38.231	1.28e-06	114.694	3.85e-06	0.0	0.0	0.0	0.0
Indonesia	241113.013	0.00090081	1347759.921	0.00503528	92.736	3.5e-07	185.472	6.9e-07
Central African Republic	0.94	2e-07	1.879	4e-07	0.0	0.0	0.0	0.0
Mauritius	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bulgaria	51.092	7.27e-06	144.761	2.061e-05	0.0	0.0	0.0	0.0
Romania	1292.655	6.638e-05	13662.869	0.0007016	3.534	1.8e-07	10.21	5.2e-07
Portugal	355.777	3.46e-05	1988.701	0.00019342	0.137	1e-08	0.274	3e-08
South Africa	8786.728	0.00015207	30969.615	0.000536	0.864	1e-08	1.729	3e-08
Cyprus	0.886	7.6e-07	2.599	2.22e-06	0.0	0.0	0.0	0.0
Liechtenstein	0.004	1.1e-07	0.018	4.6e-07	0.0	0.0	0.0	0.0
Qatar	26.709	9.6e-06	198.645	7.141e-05	0.022	1e-08	0.058	2e-08
Senegal	845.941	5.336e-05	4728.592	0.00029825	0.325	2e-08	0.651	4e-08
Hungary	284.105	2.908e-05	1169.358	0.0001197	0.025	0.0	0.074	1e-08
The Bahamas	0.006	2e-08	0.006	2e-08	0.0	0.0	0.0	0.0
Panama	8.28	1.98e-06	21.83	5.23e-06	0.0	0.0	0.0	0.0
Costa Rica	53.921	1.079e-05	166.078	3.322e-05	0.006	0.0	0.006	0.0
Luxembourg	1.275	2.1e-06	9.482	1.56e-05	0.001	0.0	0.003	0.0
Andorra	0.02	2.6e-07	0.112	1.45e-06	0.0	0.0	0.0	0.0
Nigeria	134087.977	0.00068456	1119055.216	0.00571312	148.987	7.6e-07	437.027	2.23e-06
Ecuador	994.884	5.823e-05	6485.634	0.00037962	0.604	4e-08	1.36	8e-08
Bangladesh	26960.606	0.00016709	76388.383	0.00047342	0.0	0.0	0.0	0.0
Brunei	0.119	2.8e-07	0.349	8.1e-07	0.0	0.0	0.0	0.0
Iran	12414.404	0.00015176	368101.513	0.0045	138.579	1.69e-06	1030.684	1.26e-05
Algeria	6001.398	0.00014212	70247.129	0.0016635	23.082	5.5e-07	71.093	1.68e-06
Chile	1119.995	5.98e-05	5418.357	0.0002893	0.182	1e-08	0.454	2e-08
Belgium	5.629	4.9e-07	8302.893	0.00072692	0.574	5e-08	47.453	4.15e-06
Belgium	0.0	0.0	8302.893	0.00072692	0.507	4e-08	47.96	4.2e-06
Belgium	0.0	0.0	8302.893	0.00072692	0.439	4e-08	48.399	4.24e-06
Belgium	0.0	0.0	8302.893	0.00072692	0.372	3e-08	48.77	4.27e-06
Belgium	0.0	0.0	8302.893	0.00072692	0.304	3e-08	49.074	4.3e-06
Belgium	0.0	0.0	8302.893	0.00072692	0.236	2e-08	49.311	4.32e-06
Belgium	0.0	0.0	8302.893	0.00072692	0.169	1e-08	49.48	4.33e-06
Belgium	0.0	0.0	8302.893	0.00072692	0.135	1e-08	49.615	4.34e-06
Belgium	0.0	0.0	8302.893	0.00072692	0.101	1e-08	49.716	4.35e-06
Belgium	0.0	0.0	8302.893	0.00072692	0.068	1e-08	49.784	4.36e-06
Belgium	0.0	0.0	8302.893	0.00072692	0.034	0.0	49.817	4.36e-06
Georgia	47.449	1.272e-05	501.516	0.00013442	0.13	3e-08	0.375	1e-07
Denmark	116.014	2.001e-05	1096.335	0.00018911	0.209	4e-08	0.592	1e-07
Poland	4294.116	0.00011307	17674.332	0.00046538	0.373	1e-08	1.12	3e-08
Namibia	0.259	1.1e-07	0.776	3.2e-07	0.0	0.0	0.0	0.0
Moldova	13.02	3.67e-06	36.89	1.04e-05	0.0	0.0	0.0	0.0
Morocco	4368.681	0.00012125	24419.805	0.00067778	1.68	5e-08	3.361	9e-08
Croatia	56.281	1.376e-05	658.776	0.00016109	0.216	5e-08	0.667	1.6e-07
United Republic of Tanzania	136.851	2.43e-06	136.851	2.43e-06	0.0	0.0	0.0	0.0
Switzerland	244.101	2.866e-05	2857.231	0.00033549	0.939	1.1e-07	2.892	3.4e-07
Iraq	4652.57	0.00012105	62841.566	0.00163507	23.327	6.1e-07	82.217	2.14e-06
Estonia	6.022	4.56e-06	56.911	4.309e-05	0.011	1e-08	0.031	2e-08
