Name	Cases	Cases_per_capita	Total_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
Guernsey	0.0	1e-08	0.001	1e-08	0.0	0.0	0.0	0.0
Vatican	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lithuania	26.86	9.63e-06	253.824	9.099e-05	0.048	2e-08	0.137	5e-08
Ethiopia	2573.704	2.356e-05	5147.408	4.713e-05	0.0	0.0	0.0	0.0
Aruba	0.002	2e-08	0.005	5e-08	0.0	0.0	0.0	0.0
Swaziland	0.111	1e-07	0.278	2.5e-07	0.0	0.0	0.0	0.0
Argentina	6662.777	0.00014974	37243.213	0.00083703	2.563	6e-08	5.125	1.2e-07
Bolivia	61.175	5.39e-06	161.279	1.421e-05	0.0	0.0	0.0	0.0
Cameroon	1673.549	6.637e-05	5898.573	0.00023392	0.165	1e-08	0.329	1e-08
Burkina Faso	252.488	1.278e-05	740.632	3.75e-05	0.0	0.0	0.0	0.0
Bahrain	7.546	4.81e-06	112.334	7.158e-05	0.044	3e-08	0.181	1.2e-07
Saudi Arabia	3871.092	0.00011487	25235.599	0.00074883	2.352	7e-08	5.292	1.6e-07
Slovenia	12.724	6.15e-06	52.373	2.533e-05	0.001	0.0	0.003	0.0
Guatemala	25.671	1.49e-06	64.178	3.72e-06	0.0	0.0	0.0	0.0
Bosnia and Herzegovina	32.893	9.9e-06	135.385	4.073e-05	0.003	0.0	0.009	0.0
Guinea	33.248	2.68e-06	66.496	5.36e-06	0.0	0.0	0.0	0.0
Jordan	333.59	3.351e-05	1864.684	0.00018729	0.128	1e-08	0.257	3e-08
Liberia	1.002	2.1e-07	2.004	4.2e-07	0.0	0.0	0.0	0.0
Netherlands	1012.038	5.873e-05	10696.859	0.00062079	2.767	1.6e-07	7.994	4.6e-07
Jamaica	4.088	1.39e-06	10.778	3.67e-06	0.0	0.0	0.0	0.0
Oman	71.451	1.479e-05	1063.712	0.00022025	0.417	9e-08	1.715	3.6e-07
