Name	Cases	Cases_per_capita	Total_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
East Timor	4.786	3.77e-06	19.701	1.554e-05	0.0	0.0	0.001	0.0
Guernsey	0.015	2.3e-07	0.162	2.42e-06	0.0	0.0	0.0	0.0
Vatican	0.0	0.0	0.0	4e-08	0.0	0.0	0.0	0.0
Lithuania	3.693	1.32e-06	484.817	0.0001738	0.117	4e-08	2.381	8.5e-07
Saint Kitts and Nevis	0.003	5e-08	0.008	1.5e-07	0.0	0.0	0.0	0.0
Ethiopia	40149.779	0.00036759	469958.308	0.00430268	154.422	1.41e-06	475.62	4.35e-06
Aruba	0.038	3.6e-07	0.441	4.17e-06	0.0	0.0	0.0	0.0
Swaziland	4.4	3.87e-06	46.509	4.093e-05	0.012	1e-08	0.035	3e-08
Argentina	1708.404	3.84e-05	118563.257	0.00266467	39.977	9e-07	467.932	1.052e-05
Bolivia	394.856	3.478e-05	5878.345	0.00051777	2.302	2e-07	9.477	8.3e-07
Cameroon	1015.103	4.026e-05	35995.014	0.00142745	13.334	5.3e-07	111.277	4.41e-06
Burkina Faso	1127.78	5.71e-05	18919.775	0.00095789	7.474	3.8e-07	36.156	1.83e-06
Bahrain	0.425	2.7e-07	156.12	9.948e-05	0.02	1e-08	0.856	5.5e-07
Saudi Arabia	833.02	2.472e-05	68846.634	0.00204293	21.463	6.4e-07	289.891	8.6e-06
Slovenia	5.717	2.77e-06	247.663	0.0001198	0.089	4e-08	0.836	4e-07
Guatemala	1014.011	5.879e-05	10717.715	0.0006214	2.772	1.6e-07	8.009	4.6e-07
Bosnia and Herzegovina	14.778	4.45e-06	640.217	0.00019261	0.229	7e-08	2.162	6.5e-07
Guinea	518.667	4.178e-05	6071.059	0.00048904	1.995	1.6e-07	6.144	4.9e-07
Jordan	85.536	8.59e-06	5936.195	0.00059624	2.002	2e-07	23.428	2.35e-06
Liberia	81.16	1.684e-05	677.336	0.00014056	0.09	2e-08	0.265	5e-08
Netherlands	115.295	6.69e-06	18613.815	0.00108025	3.843	2.2e-07	94.696	5.5e-06
Jamaica	26.386	8.99e-06	392.822	0.00013385	0.154	5e-08	0.633	2.2e-07
Oman	4.025	8.3e-07	1478.329	0.0003061	0.187	4e-08	8.109	1.68e-06
Monaco	0.001	2e-08	0.093	2.39e-06	0.0	0.0	0.0	1e-08
New Zealand	11.328	2.32e-06	1487.076	0.00030439	0.358	7e-08	7.304	1.49e-06
Jersey	0.032	3.3e-07	0.343	3.52e-06	0.0	0.0	0.0	0.0
Pakistan	13601.859	6.409e-05	2836959.19	0.01336832	501.326	2.36e-06	14864.889	7.005e-05
Albania	20.561	7.17e-06	419.017	0.00014618	0.166	6e-08	0.927	3.2e-07
Uruguay	40.554	1.176e-05	428.643	0.00012427	0.111	3e-08	0.32	9e-08
Azerbaijan	63.976	6.43e-06	6056.378	0.00060915	1.817	1.8e-07	27.049	2.72e-06
Saint Vincent and the Grenadines	0.041	3.8e-07	0.438	3.97e-06	0.0	0.0	0.0	0.0
Republic of Serbia	77.825	1.115e-05	2759.637	0.00039525	1.022	1.5e-07	8.531	1.22e-06
Kenya	8888.954	0.00017296	104046.348	0.00202452	34.188	6.7e-07	105.3	2.05e-06
Belarus	42.702	4.5e-06	5605.64	0.00059098	1.351	1.4e-07	27.531	2.9e-06
Turkey	20759.367	0.00025218	309051.427	0.00375428	121.048	1.47e-06	498.225	6.05e-06
Afghanistan	238.478	6.42e-06	87581.147	0.00235608	11.089	3e-07	480.414	1.292e-05
Czech Republic	73.072	6.88e-06	6917.529	0.00065102	2.075	2e-07	30.895	2.91e-06
Mauritania	66.09	1.501e-05	698.546	0.00015864	0.181	4e-08	0.522	1.2e-07
Saint Lucia	0.113	6.2e-07	1.192	6.55e-06	0.0	0.0	0.001	0.0
San Marino	0.0	1e-08	0.072	2.12e-06	0.0	0.0	0.0	1e-08
Mongolia	29.053	9.16e-06	487.405	0.00015375	0.193	6e-08	0.931	2.9e-07
Rwanda	515.849	4.193e-05	5452.323	0.00044321	1.41	1.1e-07	4.075	3.3e-07
Slovakia	47.366	8.7e-06	1679.571	0.00030835	0.622	1.1e-07	5.192	9.5e-07
Peru	1633.646	5.107e-05	57928.205	0.00181086	21.458	6.7e-07	179.083	5.6e-06
Laos	77.454	1.097e-05	223.757	3.169e-05	0.0	0.0	0.0	0.0
Brazil	13252.167	6.327e-05	2764023.362	0.01319536	488.437	2.33e-06	14482.725	6.914e-05
Seychelles	0.032	3.3e-07	0.337	3.49e-06	0.0	0.0	0.0	0.0
Norway	8.53	1.61e-06	1779.094	0.00033477	0.314	6e-08	9.322	1.75e-06
Malawi	14.203	7.8e-07	14.203	7.8e-07	0.0	0.0	0.0	0.0
Benin	460.998	4.014e-05	3847.337	0.00033499	0.512	4e-08	1.503	1.3e-07
Libya	69.281	1.037e-05	200.146	2.997e-05	0.0	0.0	0.0	0.0
Montenegro	1.337	2.15e-06	9.943	1.598e-05	0.001	0.0	0.003	0.0
Republic of the Congo	94.934	1.81e-05	897.13	0.00017107	0.171	3e-08	0.484	9e-08
Togo	99.358	1.259e-05	3523.19	0.00044659	1.305	1.7e-07	10.892	1.38e-06
Armenia	5.639	1.91e-06	533.83	0.00018085	0.16	5e-08	2.384	8.1e-07
Dominican Republic	73.093	6.88e-06	6919.443	0.00065111	2.076	2e-07	30.904	2.91e-06
Ukraine	1718.249	3.851e-05	119246.469	0.00267234	40.207	9e-07	470.628	1.055e-05
Ghana	3020.288	0.00010146	31923.295	0.00107244	8.258	2.8e-07	23.856	8e-07
Indonesia	52550.272	0.00019633	4343125.434	0.01622607	1353.942	5.06e-06	18287.495	6.832e-05
Central African Republic	75.162	1.611e-05	710.28	0.00015221	0.135	3e-08	0.383	8e-08
Mauritius	5.457	4.31e-06	35.575	2.812e-05	0.003	0.0	0.007	1e-08
Mali	376.887	1.976e-05	1067.846	5.597e-05	0.0	0.0	0.0	0.0
Bulgaria	106.442	1.515e-05	2622.735	0.00037338	1.009	1.4e-07	6.578	9.4e-07
Romania	114.539	5.88e-06	23889.567	0.00122675	4.222	2.2e-07	125.175	6.43e-06
