Name	Cases	Cases_per_capita	Total_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
Guernsey	845.08	0.01260335	6291.415	0.09382889	5.07	7.562e-05	37.748	0.00056297
Vatican	10.961	0.01368357	86.117	0.10751246	0.066	8.21e-05	0.517	0.00064507
Lithuania	53883.267	0.01931623	494214.69	0.17716754	323.3	0.0001159	2965.288	0.00106301
Slovenia	34654.379	0.01676253	288107.885	0.13935948	207.926	0.00010058	1728.647	0.00083616
Bosnia and Herzegovina	55717.45	0.01676253	463221.015	0.13935948	334.305	0.00010058	2779.326	0.00083616
Spain	911204.923	0.01950197	16817223.36	0.35992881	5467.23	0.00011701	100903.34	0.00215957
West Bank And Gaza	11816.334	0.00236327	60425.368	0.01208507	70.898	1.418e-05	362.552	7.251e-05
Monaco	747.19	0.01931623	6853.195	0.17716754	4.483	0.0001159	41.119	0.00106301
Jersey	1229.923	0.01260335	9156.48	0.09382889	7.38	7.562e-05	54.939	0.00056297
Albania	43237.824	0.01508449	351408.961	0.12259695	259.427	9.051e-05	2108.454	0.00073558
Azerbaijan	183851.903	0.01849183	1569410.392	0.1578513	1103.111	0.00011095	9416.462	0.00094711
Republic of Serbia	117037.373	0.01676253	973019.591	0.13935948	702.224	0.00010058	5838.118	0.00083616
Belarus	183221.918	0.01931623	1680502.472	0.17716754	1099.332	0.0001159	10083.015	0.00106301
Turkey	1126427.648	0.01368357	8850396.094	0.10751246	6758.566	8.21e-05	53102.377	0.00064507
Czech Republic	196488.495	0.01849183	1677279.817	0.1578513	1178.931	0.00011095	10063.679	0.00094711
San Marino	652.599	0.01931623	5985.605	0.17716754	3.916	0.0001159	35.914	0.00106301
France	1206848.96	0.0180161	27843161.553	0.41564871	7241.094	0.0001081	167058.969	0.00249389
Slovakia	91305.67	0.01676253	759092.617	0.13935948	547.834	0.00010058	4554.556	0.00083616
Norway	106601.138	0.02005916	1048128.956	0.1972267	639.607	0.00012035	6288.774	0.00118336
Montenegro	7266.142	0.01167542	50550.312	0.08122555	43.597	7.005e-05	303.302	0.00048735
Armenia	54583.726	0.01849183	465941.692	0.1578513	327.502	0.00011095	2795.65	0.00094711
Ukraine	825151.767	0.01849183	7043722.362	0.1578513	4950.911	0.00011095	42262.334	0.00094711
Finland	105563.051	0.0191305	2091668.219	0.37905931	633.378	0.00011478	12550.009	0.00227436
Sweden	198591.924	0.01950197	3665218.056	0.35992881	1191.552	0.00011701	21991.308	0.00215957
Russia	2817605.89	0.01950197	52001812.558	0.35992881	16905.635	0.00011701	312010.875	0.00215957
Bulgaria	105956.726	0.01508449	861147.473	0.12259695	635.74	9.051e-05	5166.885	0.00073558
Romania	390630.878	0.02005916	3840780.148	0.1972267	2343.785	0.00012035	23044.681	0.00118336
Portugal	190128.546	0.01849183	1622989.545	0.1578513	1140.771	0.00011095	9737.937	0.00094711
Cyprus	17648.855	0.01508449	143438.434	0.12259695	105.893	9.051e-05	860.631	0.00073558
Liechtenstein	635.467	0.01676253	5283.118	0.13935948	3.813	0.00010058	31.699	0.00083616
Hungary	163749.524	0.01676253	1361372.791	0.13935948	982.497	0.00010058	8168.237	0.00083616
Luxembourg	11739.015	0.01931623	107669.673	0.17716754	70.434	0.0001159	646.018	0.00106301
Andorra	1423.981	0.01849183	12155.498	0.1578513	8.544	0.00011095	72.933	0.00094711
Belgium	226995.682	0.01987343	3888378.567	0.34042684	1361.974	0.00011924	23330.271	0.00204256
Georgia	74840.741	0.02005916	735852.821	0.1972267	449.044	0.00012035	4415.117	0.00118336
Denmark	111984.813	0.01931623	1027119.227	0.17716754	671.909	0.0001159	6162.715	0.00106301
Poland	636616.443	0.01676253	5292670.674	0.13935948	3819.699	0.00010058	31756.024	0.00083616
Moldova	53487.842	0.01508449	434714.448	0.12259695	320.927	9.051e-05	2608.287	0.00073558
Croatia	82029.946	0.02005916	806538.87	0.1972267	492.18	0.00012035	4839.233	0.00118336
Switzerland	170834.734	0.02005916	1679689.678	0.1972267	1025.008	0.00012035	10078.138	0.00118336
Estonia	25514.502	0.01931623	234017.764	0.17716754	153.087	0.0001159	1404.107	0.00106301
Kosovo	23256.955	0.01260335	173142.453	0.09382889	139.542	7.562e-05	1038.855	0.00056297
Italy	1178528.773	0.01950197	21750959.756	0.35992881	7071.173	0.00011701	130505.759	0.00215957
Malta	7293.804	0.01508449	59279.304	0.12259695	43.763	9.051e-05	355.676	0.00073558
Netherlands	332838.324	0.01931623	3052776.836	0.17716754	1997.03	0.0001159	18316.661	0.00106301
Israel	181501.632	0.02043063	1933624.196	0.21765733	1089.01	0.00012258	11601.745	0.00130594
Ireland	93751.448	0.01931623	859883.702	0.17716754	562.509	0.0001159	5159.302	0.00106301
Austria	177464.167	0.02005916	1744871.919	0.1972267	1064.785	0.00012035	10469.232	0.00118336
Germany	1586452.538	0.0191305	31434600.791	0.37905931	9518.715	0.00011478	188607.605	0.00227436
Greece	215188.053	0.02005916	2115782.566	0.1972267	1291.128	0.00012035	12694.695	0.00118336
Macedonia	41782.396	0.02005916	410814.934	0.1972267	250.694	0.00012035	2464.89	0.00118336
Latvia	35625.278	0.01849183	304107.168	0.1578513	213.752	0.00011095	1824.643	0.00094711
United Kingdom	909806.716	0.01368357	7148395.034	0.10751246	5458.84	8.21e-05	42890.37	0.00064507
Iceland	6829.717	0.01931623	62641.835	0.17716754	40.978	0.0001159	375.851	0.00106301
Guernsey	845.08	0.01260335	6291.415	0.09382889	5.07	7.562e-05	37.74848897	0.00056297
Vatican	10.961	0.01368357	86.117	0.10751246	0.066	8.21e-05	0.51670489	0.00064507
Lithuania	53883.267	0.01931623	494214.69	0.17716754	323.3	0.0001159	2965.28814005	0.00106301
Slovenia	34654.379	0.01676253	288107.885	0.13935948	207.926	0.00010058	1728.64731273	0.00083616
Bosnia and Herzegovina	55717.45	0.01676253	463221.015	0.13935948	334.305	0.00010058	2779.32608818	0.00083616
Spain	911204.923	0.01950197	16817223.36	0.35992881	5467.23	0.00011701	100903.34016192	0.00215957
West Bank And Gaza	11816.334	0.00236327	60425.368	0.01208507	70.898	1.418e-05	362.55220766	7.251e-05
Monaco	747.19	0.01931623	6853.195	0.17716754	4.483	0.0001159	41.11916792	0.00106301
Jersey	1229.923	0.01260335	9156.48	0.09382889	7.38	7.562e-05	54.93888017	0.00056297
Albania	43237.824	0.01508449	351408.961	0.12259695	259.427	9.051e-05	2108.45376769	0.00073558
Azerbaijan	183851.903	0.01849183	1569410.392	0.1578513	1103.111	0.00011095	9416.4623523	0.00094711
Republic of Serbia	117037.373	0.01676253	973019.591	0.13935948	702.224	0.00010058	5838.11754434	0.00083616
Belarus	183221.918	0.01931623	1680502.472	0.17716754	1099.332	0.0001159	10083.01483064	0.00106301
Turkey	1126427.648	0.01368357	8850396.094	0.10751246	6758.566	8.21e-05	53102.37656205	0.00064507
Czech Republic	196488.495	0.01849183	1677279.817	0.1578513	1178.931	0.00011095	10063.67890423	0.00094711
San Marino	652.599	0.01931623	5985.605	0.17716754	3.916	0.0001159	35.91363135	0.00106301
France	1206848.96	0.0180161	27843161.553	0.41564871	7241.094	0.0001081	167058.96931739	0.00249389
Slovakia	91305.67	0.01676253	759092.617	0.13935948	547.834	0.00010058	4554.55570046	0.00083616
Norway	106601.138	0.02005916	1048128.956	0.1972267	639.607	0.00012035	6288.77373599	0.00118336
Montenegro	7266.142	0.01167542	50550.312	0.08122555	43.597	7.005e-05	303.30187182	0.00048735
Armenia	54583.726	0.01849183	465941.692	0.1578513	327.502	0.00011095	2795.65015382	0.00094711
Ukraine	825151.767	0.01849183	7043722.362	0.1578513	4950.911	0.00011095	42262.33417416	0.00094711
Finland	105563.051	0.0191305	2091668.219	0.37905931	633.378	0.00011478	12550.00931248	0.00227436
Sweden	198591.924	0.01950197	3665218.056	0.35992881	1191.552	0.00011701	21991.30833772	0.00215957
Russia	2817605.89	0.01950197	52001812.558	0.35992881	16905.635	0.00011701	312010.87534909	0.00215957
Bulgaria	105956.726	0.01508449	861147.473	0.12259695	635.74	9.051e-05	5166.88483655	0.00073558
Romania	390630.878	0.02005916	3840780.148	0.1972267	2343.785	0.00012035	23044.68088829	0.00118336
Portugal	190128.546	0.01849183	1622989.545	0.1578513	1140.771	0.00011095	9737.93726788	0.00094711
Cyprus	17648.855	0.01508449	143438.434	0.12259695	105.893	9.051e-05	860.63060401	0.00073558
Liechtenstein	635.467	0.01676253	5283.118	0.13935948	3.813	0.00010058	31.69870716	0.00083616
Hungary	163749.524	0.01676253	1361372.791	0.13935948	982.497	0.00010058	8168.23674642	0.00083616
Luxembourg	11739.015	0.01931623	107669.673	0.17716754	70.434	0.0001159	646.01803627	0.00106301
Andorra	1423.981	0.01849183	12155.498	0.1578513	8.544	0.00011095	72.93298534	0.00094711
Belgium	226995.682	0.01987343	3888378.567	0.34042684	1361.974	0.00011924	23330.2714047	0.00204256
Georgia	74840.741	0.02005916	735852.821	0.1972267	449.044	0.00012035	4415.11692316	0.00118336
Denmark	111984.813	0.01931623	1027119.227	0.17716754	671.909	0.0001159	6162.71536001	0.00106301
Poland	636616.443	0.01676253	5292670.674	0.13935948	3819.699	0.00010058	31756.02404488	0.00083616
Moldova	53487.842	0.01508449	434714.448	0.12259695	320.927	9.051e-05	2608.28669062	0.00073558
Croatia	82029.946	0.02005916	806538.87	0.1972267	492.18	0.00012035	4839.23322047	0.00118336
Switzerland	170834.734	0.02005916	1679689.678	0.1972267	1025.008	0.00012035	10078.13806651	0.00118336
Estonia	25514.502	0.01931623	234017.764	0.17716754	153.087	0.0001159	1404.10658687	0.00106301
Kosovo	23256.955	0.01260335	173142.453	0.09382889	139.542	7.562e-05	1038.85472011	0.00056297
Italy	1178528.773	0.01950197	21750959.756	0.35992881	7071.173	0.00011701	130505.75853771	0.00215957
Malta	7293.804	0.01508449	59279.304	0.12259695	43.763	9.051e-05	355.6758256	0.00073558
Netherlands	332838.324	0.01931623	3052776.836	0.17716754	1997.03	0.0001159	18316.66101496	0.00106301
Israel	181501.632	0.02043063	1933624.196	0.21765733	1089.01	0.00012258	11601.74517578	0.00130594
Ireland	93751.448	0.01931623	859883.702	0.17716754	562.509	0.0001159	5159.30221275	0.00106301
Austria	177464.167	0.02005916	1744871.919	0.1972267	1064.785	0.00012035	10469.23151395	0.00118336
Germany	1586452.538	0.0191305	31434600.791	0.37905931	9518.715	0.00011478	188607.60474523	0.00227436
Greece	215188.053	0.02005916	2115782.566	0.1972267	1291.128	0.00012035	12694.69539879	0.00118336
Macedonia	41782.396	0.02005916	410814.934	0.1972267	250.694	0.00012035	2464.88960494	0.00118336
Latvia	35625.278	0.01849183	304107.168	0.1578513	213.752	0.00011095	1824.64300768	0.00094711
United Kingdom	909806.716	0.01368357	7148395.034	0.10751246	5458.84	8.21e-05	42890.37020232	0.00064507
Iceland	6829.717	0.01931623	62641.835	0.17716754	40.978	0.0001159	375.85100762	0.00106301
Guernsey	56664275.108	845.07956672	421851947.048	6291.41482802	5.07	7.562e-05	37.692	0.00056212
Vatican	8779.392	10.96053901	68980.102	86.11748104	0.066	8.21e-05	0.516	0.00064423
Lithuania	150309151183.503	53883.2669065	1378628186861.486	494214.69000778	323.3	0.0001159	2962.921	0.00106216
Slovenia	71643493484.575	34654.3793205	595626175370.017	288107.88545555	207.926	0.00010058	1726.893	0.00083531
Bosnia and Herzegovina	185200848438.253	55717.45017365	1539713764157.928	463221.01469614	334.305	0.00010058	2776.505	0.00083531
Spain	42574910100770.484	911204.9228064	785763723164549.0	16817223.36032045	5467.23	0.00011701	100863.685	0.00215872
West Bank And Gaza	59081667625.0	11816.333525	302126839720.333	60425.36794407	70.898	1.418e-05	358.309	7.166e-05
Monaco	28902822.553	747.19049048	265095275.552	6853.19465261	4.483	0.0001159	41.086	0.00106216
Jersey	120024470.596	1229.92274172	893553416.47	9156.48002777	7.38	7.562e-05	54.856	0.00056212
Albania	123935861435.294	43237.82414983	1007270212800.721	351408.96128098	259.427	9.051e-05	2106.021	0.00073473
Azerbaijan	1827917023241.408	183851.90270629	15603602300838.56	1569410.39205066	1103.111	0.00011095	9408.024	0.00094626
Republic of Serbia	817164767702.309	117037.37275322	6793704516076.501	973019.59072341	702.224	0.00010058	5832.192	0.00083531
Belarus	1737930612370.743	183221.91762894	15940214618727.223	1680502.47177365	1099.332	0.0001159	10074.965	0.00106216
Turkey	92727213098456.22	1126427.64811087	728562163721957.4	8850396.09367443	6758.566	8.21e-05	53032.511	0.00064423
Czech Republic	2087826817681.348	196488.49488728	17822263769039.098	1677279.81737092	1178.931	0.00011095	10054.661	0.00094626
San Marino	22048053.899	652.59890184	202223672.548	5985.60522565	3.916	0.0001159	35.885	0.00106216
France	80843485775724.9	1206848.96031437	1865136656675473.8	27843161.55289914	7241.094	0.0001081	167002.117	0.00249304
Slovakia	497342988213.92	91305.66988279	4134785833422.978	759092.61674393	547.834	0.00010058	4549.933	0.00083531
Norway	566514265100.099	106601.13795968	5570109443505.109	1048128.95599847	639.607	0.00012035	6284.263	0.00118251
Montenegro	4522047021.814	7266.14180529	31459733902.781	50550.3119697	43.597	7.005e-05	302.774	0.0004865
Armenia	161118932132.036	54583.72591011	1375355504740.585	465941.69230341	327.502	0.00011095	2793.145	0.00094626
Ukraine	36820347934081.75	825151.76719488	314308613813942.25	7043722.36235945	4950.911	0.00011095	42224.463	0.00094626
Finland	582502191440.227	105563.05061394	11541929814452.646	2091668.21874623	633.378	0.00011478	12545.326	0.00227351
Sweden	2022296311188.167	198591.92355902	37323556880332.43	3665218.0562872	1191.552	0.00011701	21982.666	0.00215872
Russia	407082204693399.44	2817605.89026084	7513120474871651.0	52001812.55818203	16905.635	0.00011701	311888.256	0.00215872
Bulgaria	744262929472.625	105956.72591398	6048885856503.937	861147.47275766	635.74	9.051e-05	5160.923	0.00073473
Romania	7607120719580.34	390630.87809164	74795106793173.02	3840780.14804881	2343.785	0.00012035	23028.153	0.00118251
Portugal	1954856458971.463	190128.54596046	16687192226552.082	1622989.54464732	1140.771	0.00011095	9729.211	0.00094626
Cyprus	20649160291.149	17648.8549497	167822967781.453	143438.43400124	105.893	9.051e-05	859.638	0.00073473
Liechtenstein	24090569.324	635.46740501	200282998.094	5283.11786056	3.813	0.00010058	31.667	0.00083531
Hungary	1599633893616.759	163749.52398039	13298958100812.525	1361372.79106998	982.497	0.00010058	8159.946	0.00083531
Luxembourg	7134128173.4	11739.01510775	65433874857.859	107669.6727119	70.434	0.0001159	645.502	0.00106216
Andorra	109655118.901	1423.98149366	936046244.893	12155.49755724	8.544	0.00011095	72.868	0.00094626
Belgium	2592760110161.827	226995.68153174	44413324407162.8	3888378.56745055	1361.974	0.00011924	23320.577	0.00204171
Georgia	279230805769.444	74840.74129441	2745466873387.735	735852.8205274	449.044	0.00012035	4411.95	0.00118251
Denmark	649225903759.576	111984.81258119	5954668252173.657	1027119.22666872	671.909	0.0001159	6157.795	0.00106216
Poland	24177768127702.285	636616.44272715	201007947246276.38	5292670.67414679	3819.699	0.00010058	31723.791	0.00083531
Moldova	189661628428.905	53487.84165437	1541446572568.148	434714.44843729	320.927	9.051e-05	2605.277	0.00073473
Croatia	335453259992.338	82029.94571143	3298260055301.07	806538.870079	492.18	0.00012035	4835.763	0.00118251
Switzerland	1454921355337.792	170834.73368687	14305149367231.47	1679689.67775205	1025.008	0.00012035	10070.91	0.00118251
Estonia	33701697373.099	25514.50193439	309110320814.112	234017.76447751	153.087	0.0001159	1402.986	0.00106216
Kosovo	42916058450.794	23256.95466905	319499769169.973	173142.45335174	139.542	7.562e-05	1037.289	0.00056212
Italy	71220005781753.4	1178528.77261854	1314438404553636.8	21750959.75628445	7071.173	0.00011701	130454.47	0.00215872
Malta	3526773111.693	7293.80413148	28663321992.318	59279.3042672	43.763	9.051e-05	355.265	0.00073473
Netherlands	5735142816740.991	332838.32386336	52602449555334.25	3052776.83582659	1997.03	0.0001159	18302.037	0.00106216
Israel	1612424196329.146	181501.63177122	17177930632100.363	1933624.19596348	1089.01	0.00012258	11594.205	0.0013051
Ireland	455023217528.139	93751.44844328	4173450707567.753	859883.70212538	562.509	0.0001159	5155.183	0.00106216
Austria	1570032052244.613	177464.16707024	15436946427585.902	1744871.9189923	1064.785	0.00012035	10461.723	0.00118251
Germany	131561212329222.36	1586452.53801515	2606806122486500.5	31434600.79087114	9518.715	0.00011478	188537.223	0.00227351
Greece	2308465989395.127	215188.0529296	22697412933226.273	2115782.56646517	1291.128	0.00012035	12685.591	0.00118251
Macedonia	87030976749.395	41782.39635624	855710253621.991	410814.93415709	250.694	0.00012035	2463.122	0.00118251
Latvia	68633594255.958	35625.27796225	585875231550.733	304107.16794689	213.752	0.00011095	1823.008	0.00094626
United Kingdom	60492130554228.99	909806.71603558	475289573061416.06	7148395.03371943	5458.84	8.21e-05	42833.941	0.00064423
Iceland	2414810518.395	6829.71745206	22148524027.82	62641.83460271	40.978	0.0001159	375.551	0.00106216
