Name	Cases	Cases_per_capita	Total_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
Guernsey	1170.654	0.0174589	29040.732	0.43310761	7.024	0.00010475	174.244	0.00259865
Vatican	13.687	0.01708744	360.606	0.45019505	0.082	0.00010252	2.164	0.00270117
Lithuania	43002.992	0.01541584	1435617.536	0.5146444	258.018	9.25e-05	8613.705	0.00308787
Slovenia	33790.17	0.0163445	999068.936	0.48325552	202.741	9.807e-05	5994.414	0.00289953
Bosnia and Herzegovina	54327.971	0.0163445	1606307.045	0.48325552	325.968	9.807e-05	9637.842	0.00289953
Spain	492918.473	0.01054963	29367552.496	0.62853588	2957.511	6.33e-05	176205.315	0.00377122
West Bank And Gaza	102153.151	0.02043063	1088286.654	0.21765733	612.919	0.00012258	6529.72	0.00130594
Monaco	596.315	0.01541584	19907.475	0.5146444	3.578	9.25e-05	119.445	0.00308787
Jersey	1703.762	0.0174589	42265.673	0.43310761	10.223	0.00010475	253.594	0.00259865
Albania	47914.255	0.01671597	1338342.537	0.46691102	287.486	0.0001003	8030.055	0.00280147
Azerbaijan	158809.28	0.01597304	4963497.09	0.49922856	952.856	9.584e-05	29780.983	0.00299537
Republic of Serbia	114118.7	0.0163445	3374130.65	0.48325552	684.712	9.807e-05	20244.784	0.00289953
Belarus	146225.184	0.01541584	4881600.782	0.5146444	877.351	9.25e-05	29289.605	0.00308787
Turkey	1406633.024	0.01708744	37059932.111	0.45019505	8439.798	0.00010252	222359.593	0.00270117
Czech Republic	169724.631	0.01597304	5304650.419	0.49922856	1018.348	9.584e-05	31827.903	0.00299537
San Marino	520.824	0.01541584	17387.261	0.5146444	3.125	9.25e-05	104.324	0.00308787
France	607157.003	0.00906377	44019914.319	0.65713876	3642.942	5.438e-05	264119.486	0.00394283
Slovakia	89028.694	0.0163445	2632298.146	0.48325552	534.172	9.807e-05	15793.789	0.00289953
Norway	78963.806	0.01485864	2813957.065	0.52950304	473.783	8.915e-05	16883.742	0.00317702
Montenegro	11212.23	0.0180161	258676.896	0.41564871	67.273	0.0001081	1552.061	0.00249389
Armenia	47148.83	0.01597304	1473610.883	0.49922856	282.893	9.584e-05	8841.665	0.00299537
Ukraine	712757.148	0.01597304	22276834.426	0.49922856	4276.543	9.584e-05	133661.007	0.00299537
Finland	55343.735	0.01002958	3523636.125	0.63856546	332.062	6.018e-05	21141.817	0.00383139
Sweden	107428.774	0.01054963	6400490.817	0.62853588	644.573	6.33e-05	38402.945	0.00377122
Russia	1524190.615	0.01054963	90809637.685	0.62853588	9145.144	6.33e-05	544857.826	0.00377122
Bulgaria	117416.585	0.01671597	3279683.845	0.46691102	704.5	0.0001003	19678.103	0.00280147
Romania	289356.206	0.01485864	10311508.305	0.52950304	1736.137	8.915e-05	61869.05	0.00317702
Portugal	164230.976	0.01597304	5132949.242	0.49922856	985.386	9.584e-05	30797.695	0.00299537
Cyprus	19557.685	0.01671597	546285.891	0.46691102	117.346	0.0001003	3277.715	0.00280147
Liechtenstein	619.62	0.0163445	18320.217	0.48325552	3.718	9.807e-05	109.921	0.00289953
Hungary	159665.946	0.0163445	4720819.298	0.48325552	957.996	9.807e-05	28324.916	0.00289953
Luxembourg	9368.637	0.01541584	312763.812	0.5146444	56.212	9.25e-05	1876.583	0.00308787
Andorra	1230.02	0.01597304	38443.595	0.49922856	7.38	9.584e-05	230.662	0.00299537
Belgium	126014.425	0.01103254	7058680.871	0.61798624	756.087	6.62e-05	42352.085	0.00370792
Georgia	55437.586	0.01485864	1975575.841	0.52950304	332.626	8.915e-05	11853.455	0.00317702
Denmark	89372.495	0.01541584	2983623.115	0.5146444	536.235	9.25e-05	17901.739	0.00308787
Poland	620740.533	0.0163445	18353343.052	0.48325552	3724.443	9.807e-05	110120.058	0.00289953
Moldova	59272.874	0.01671597	1655611.842	0.46691102	355.637	0.0001003	9933.671	0.00280147
Croatia	60762.923	0.01485864	2165349.73	0.52950304	364.578	8.915e-05	12992.098	0.00317702
Switzerland	126544.247	0.01485864	4509535.405	0.52950304	759.265	8.915e-05	27057.212	0.00317702
Estonia	20362.535	0.01541584	679785.553	0.5146444	122.175	9.25e-05	4078.713	0.00308787
Kosovo	32216.912	0.0174589	799213.477	0.43310761	193.301	0.00010475	4795.281	0.00259865
Italy	637527.946	0.01054963	37983229.384	0.62853588	3825.168	6.33e-05	227899.376	0.00377122
Malta	8082.673	0.01671597	225765.485	0.46691102	48.496	0.0001003	1354.593	0.00280147
Netherlands	265630.585	0.01541584	8867846.397	0.5146444	1593.784	9.25e-05	53207.078	0.00308787
Israel	127051.142	0.01430144	4831050.246	0.54380448	762.307	8.581e-05	28986.301	0.00326283
Ireland	74820.868	0.01541584	2497829.681	0.5146444	448.925	9.25e-05	14986.978	0.00308787
Austria	131454.939	0.01485864	4684532.983	0.52950304	788.73	8.915e-05	28107.198	0.00317702
Germany	831732.399	0.01002958	52954906.478	0.63856546	4990.394	6.018e-05	317729.439	0.00383139
Greece	159398.558	0.01485864	5680332.814	0.52950304	956.391	8.915e-05	34081.997	0.00317702
Macedonia	30949.923	0.01485864	1102932.592	0.52950304	185.7	8.915e-05	6617.596	0.00317702
Latvia	30772.729	0.01597304	961784.789	0.49922856	184.636	9.584e-05	5770.709	0.00299537
United Kingdom	1136126.385	0.01708744	29933014.506	0.45019505	6816.758	0.00010252	179598.087	0.00270117
Iceland	5450.64	0.01541584	181964.879	0.5146444	32.704	9.25e-05	1091.789	0.00308787
Guernsey	1170.654	0.0174589	29040.732	0.43310761	7.024	0.00010475	174.24438963	0.00259865
Vatican	13.687	0.01708744	360.606	0.45019505	0.082	0.00010252	2.1636374	0.00270117
Lithuania	43002.992	0.01541584	1435617.536	0.5146444	258.018	9.25e-05	8613.70521449	0.00308787
Slovenia	33790.17	0.0163445	999068.936	0.48325552	202.741	9.807e-05	5994.41361448	0.00289953
Bosnia and Herzegovina	54327.971	0.0163445	1606307.045	0.48325552	325.968	9.807e-05	9637.84227085	0.00289953
Spain	492918.473	0.01054963	29367552.496	0.62853588	2957.511	6.33e-05	176205.31497842	0.00377122
West Bank And Gaza	102153.151	0.02043063	1088286.654	0.21765733	612.919	0.00012258	6529.71992603	0.00130594
Monaco	596.315	0.01541584	19907.475	0.5146444	3.578	9.25e-05	119.44484798	0.00308787
Jersey	1703.762	0.0174589	42265.673	0.43310761	10.223	0.00010475	253.59403523	0.00259865
Albania	47914.255	0.01671597	1338342.537	0.46691102	287.486	0.0001003	8030.05522122	0.00280147
Azerbaijan	158809.28	0.01597304	4963497.09	0.49922856	952.856	9.584e-05	29780.98254127	0.00299537
Republic of Serbia	114118.7	0.0163445	3374130.65	0.48325552	684.712	9.807e-05	20244.78390298	0.00289953
Belarus	146225.184	0.01541584	4881600.782	0.5146444	877.351	9.25e-05	29289.60469356	0.00308787
Turkey	1406633.024	0.01708744	37059932.111	0.45019505	8439.798	0.00010252	222359.59266805	0.00270117
Czech Republic	169724.631	0.01597304	5304650.419	0.49922856	1018.348	9.584e-05	31827.90251101	0.00299537
San Marino	520.824	0.01541584	17387.261	0.5146444	3.125	9.25e-05	104.32356623	0.00308787
France	607157.003	0.00906377	44019914.319	0.65713876	3642.942	5.438e-05	264119.48591219	0.00394283
Slovakia	89028.694	0.0163445	2632298.146	0.48325552	534.172	9.807e-05	15793.78887624	0.00289953
Norway	78963.806	0.01485864	2813957.065	0.52950304	473.783	8.915e-05	16883.74239298	0.00317702
Montenegro	11212.23	0.0180161	258676.896	0.41564871	67.273	0.0001081	1552.06137843	0.00249389
Armenia	47148.83	0.01597304	1473610.883	0.49922856	282.893	9.584e-05	8841.66529929	0.00299537
Ukraine	712757.148	0.01597304	22276834.426	0.49922856	4276.543	9.584e-05	133661.00655476	0.00299537
Finland	55343.735	0.01002958	3523636.125	0.63856546	332.062	6.018e-05	21141.81674707	0.00383139
Sweden	107428.774	0.01054963	6400490.817	0.62853588	644.573	6.33e-05	38402.94489972	0.00377122
Russia	1524190.615	0.01054963	90809637.685	0.62853588	9145.144	6.33e-05	544857.82610719	0.00377122
Bulgaria	117416.585	0.01671597	3279683.845	0.46691102	704.5	0.0001003	19678.10307014	0.00280147
Romania	289356.206	0.01485864	10311508.305	0.52950304	1736.137	8.915e-05	61869.04983077	0.00317702
Portugal	164230.976	0.01597304	5132949.242	0.49922856	985.386	9.584e-05	30797.69545215	0.00299537
Cyprus	19557.685	0.01671597	546285.891	0.46691102	117.346	0.0001003	3277.71534817	0.00280147
Liechtenstein	619.62	0.0163445	18320.217	0.48325552	3.718	9.807e-05	109.92130111	0.00289953
Hungary	159665.946	0.0163445	4720819.298	0.48325552	957.996	9.807e-05	28324.91578727	0.00289953
Luxembourg	9368.637	0.01541584	312763.812	0.5146444	56.212	9.25e-05	1876.58286982	0.00308787
Andorra	1230.02	0.01597304	38443.595	0.49922856	7.38	9.584e-05	230.66156715	0.00299537
Belgium	126014.425	0.01103254	7058680.871	0.61798624	756.087	6.62e-05	42352.08522701	0.00370792
Georgia	55437.586	0.01485864	1975575.841	0.52950304	332.626	8.915e-05	11853.45504466	0.00317702
Denmark	89372.495	0.01541584	2983623.115	0.5146444	536.235	9.25e-05	17901.73869279	0.00308787
Poland	620740.533	0.0163445	18353343.052	0.48325552	3724.443	9.807e-05	110120.05831051	0.00289953
Moldova	59272.874	0.01671597	1655611.842	0.46691102	355.637	0.0001003	9933.67105292	0.00280147
Croatia	60762.923	0.01485864	2165349.73	0.52950304	364.578	8.915e-05	12992.09838103	0.00317702
Switzerland	126544.247	0.01485864	4509535.405	0.52950304	759.265	8.915e-05	27057.2124327	0.00317702
Estonia	20362.535	0.01541584	679785.553	0.5146444	122.175	9.25e-05	4078.71331816	0.00308787
Kosovo	32216.912	0.0174589	799213.477	0.43310761	193.301	0.00010475	4795.28085929	0.00259865
Italy	637527.946	0.01054963	37983229.384	0.62853588	3825.168	6.33e-05	227899.37630144	0.00377122
Malta	8082.673	0.01671597	225765.485	0.46691102	48.496	0.0001003	1354.59290795	0.00280147
Netherlands	265630.585	0.01541584	8867846.397	0.5146444	1593.784	9.25e-05	53207.07838331	0.00308787
Israel	127051.142	0.01430144	4831050.246	0.54380448	762.307	8.581e-05	28986.30147321	0.00326283
Ireland	74820.868	0.01541584	2497829.681	0.5146444	448.925	9.25e-05	14986.97808585	0.00308787
Austria	131454.939	0.01485864	4684532.983	0.52950304	788.73	8.915e-05	28107.19789814	0.00317702
Germany	831732.399	0.01002958	52954906.478	0.63856546	4990.394	6.018e-05	317729.43886686	0.00383139
Greece	159398.558	0.01485864	5680332.814	0.52950304	956.391	8.915e-05	34081.99688342	0.00317702
Macedonia	30949.923	0.01485864	1102932.592	0.52950304	185.7	8.915e-05	6617.59555425	0.00317702
Latvia	30772.729	0.01597304	961784.789	0.49922856	184.636	9.584e-05	5770.7087357	0.00299537
United Kingdom	1136126.385	0.01708744	29933014.506	0.45019505	6816.758	0.00010252	179598.08703525	0.00270117
Iceland	5450.64	0.01541584	181964.879	0.5146444	32.704	9.25e-05	1091.78927351	0.00308787
Guernsey	78494712.366	1170.65430361	1947239135.536	29040.73160437	7.024	0.00010475	174.187	0.0025978
Vatican	10963.316	13.68703632	288845.593	360.60623358	0.082	0.00010252	2.163	0.00270032
Lithuania	119958264904.043	43002.99186424	4004702491347.78	1435617.53574802	258.018	9.25e-05	8611.338	0.00308702
Slovenia	69856851559.724	33790.17010955	2065447143833.65	999068.93574724	202.741	9.807e-05	5992.659	0.00289868
Bosnia and Herzegovina	180582318768.018	54327.97113537	5339250570251.951	1606307.04514204	325.968	9.807e-05	9635.021	0.00289868
Spain	23030998988926.527	492918.47255079	1372162151586269.0	29367552.49640325	2957.511	6.33e-05	176165.66	0.00377037
West Bank And Gaza	510765752750.0	102153.15055	5441433271695.332	1088286.65433907	612.919	0.00012258	6525.476	0.0013051
Monaco	23066675.694	596.31548768	770060934.896	19907.47466253	3.578	9.25e-05	119.412	0.00308702
Jersey	166265010.509	1703.76187923	4124580186.05	42265.67253886	10.223	0.00010475	253.511	0.0025978
Albania	137340271973.462	47914.25548269	3836192927462.589	1338342.53686976	287.486	0.0001003	8027.623	0.00280062
Azerbaijan	1578934900932.677	158809.2796855	49348745878915.086	4963497.09021193	952.856	9.584e-05	29772.544	0.00299452
Republic of Serbia	796786352825.001	114118.70049472	23558463628739.88	3374130.65049631	684.712	9.807e-05	20238.858	0.00289868
Belarus	1387002315841.013	146225.18428254	46303867717633.555	4881600.78225953	877.351	9.25e-05	29281.554	0.00308702
Turkey	115793642273653.94	1406633.02361964	3050763382864337.0	37059932.1113411	8439.798	0.00010252	222289.727	0.00270032
Czech Republic	1803442162650.574	169724.63096772	56365597428616.87	5304650.41850127	1018.348	9.584e-05	31818.884	0.00299452
San Marino	17596043.018	520.82412366	587428614.17	17387.26103805	3.125	9.25e-05	104.295	0.00308702
France	40671774285780.99	607157.00269414	2948772741325747.0	44019914.31869845	3642.942	5.438e-05	264062.633	0.00394198
Slovakia	484940273179.3	89028.69356777	14338156956755.588	2632298.14603928	534.172	9.807e-05	15789.166	0.00289868
Norway	419640196328.604	78963.80588819	14954313335626.281	2813957.06549723	473.783	8.915e-05	16879.232	0.00317617
Montenegro	6977875552.609	11212.23043908	160986273093.119	258676.89640492	67.273	0.0001081	1551.533	0.00249304
Armenia	139172786242.321	47148.83048115	4349769238412.506	1473610.88321489	282.893	9.584e-05	8839.16	0.00299452
Ukraine	31805017229126.2	712757.14773963	994048400594312.2	22276834.4257933	4276.543	9.584e-05	133623.135	0.00299452
Finland	305389498495.922	55343.73528618	19443600316861.15	3523636.12451158	332.062	6.018e-05	21137.134	0.00383054
Sweden	1093966004579.811	107428.77389221	65177318071535.07	6400490.81662007	644.573	6.33e-05	38394.302	0.00377037
Russia	220212087882576.53	1524190.6149936	1.3119999373867574e+16	90809637.68453114	9145.144	6.33e-05	544735.207	0.00377037
Bulgaria	824759451943.642	117416.5845617	23037207739150.844	3279683.84502282	704.5	0.0001003	19672.142	0.00280062
Romania	5634904236164.351	289356.20596495	200805652797531.6	10311508.30512802	1736.137	8.915e-05	61852.522	0.00317617
Portugal	1688583808859.289	164230.97605831	52775762464573.34	5132949.24202421	985.386	9.584e-05	30788.969	0.00299452
Cyprus	22882491456.201	19557.6850053	639154492893.12	546285.89136164	117.346	0.0001003	3276.722	0.00280062
Liechtenstein	23489799.888	619.62015005	694519420.867	18320.21685221	3.718	9.807e-05	109.889	0.00289868
Hungary	1559742302074.475	159665.94638683	46116668744825.875	4720819.29787849	957.996	9.807e-05	28316.625	0.00289868
Luxembourg	5693583062.281	9368.63705849	190075325718.068	312763.81163624	56.212	9.25e-05	1876.067	0.00308702
Andorra	94718902.498	1230.01977116	2960387439.998	38443.59452507	7.38	9.584e-05	230.596	0.00299452
Belgium	1439345332044.296	126014.42506246	80624732900780.48	7058680.87116803	756.087	6.62e-05	42342.391	0.00370707
Georgia	206837633882.669	55437.58613848	7370873461938.062	1975575.84077675	332.626	8.915e-05	11850.289	0.00317617
Denmark	518132211728.607	89372.49466896	17297393896259.658	2983623.11546492	536.235	9.25e-05	17896.818	0.00308702
Poland	23574824132577.477	620740.53311826	697033320051410.9	18353343.0517515	3724.443	9.807e-05	110087.826	0.00289868
Moldova	210174676882.81	59272.87417064	5870605885689.253	1655611.84215307	355.637	0.0001003	9930.662	0.00280062
Croatia	248483896265.846	60762.92274315	8854981186566.162	2165349.73017219	364.578	8.915e-05	12988.628	0.00317617
Switzerland	1077719522364.984	126544.24716284	38405652190542.85	4509535.40545064	759.265	8.915e-05	27049.984	0.00317617
Estonia	26896546945.851	20362.53520056	897917860423.058	679785.5530259	122.175	9.25e-05	4077.592	0.00308702
Kosovo	59449867796.878	32216.91204513	1474788628275.382	799213.47654874	193.301	0.00010475	4793.715	0.0025978
Italy	38526631700890.42	637527.94559881	2295375284132631.0	37983229.38357326	3825.168	6.33e-05	227848.088	0.00377037
Malta	3908214884.209	8082.67301762	109164384796.78	225765.4846582	48.496	0.0001003	1354.183	0.00280062
Netherlands	4577085133247.99	265630.58542905	152802012023861.47	8867846.39721854	1593.784	9.25e-05	53192.454	0.00308702
Israel	1128696937667.168	127051.1422665	42918084171278.47	4831050.2455344	762.307	8.581e-05	28978.762	0.00326198
Ireland	363143529425.515	74820.86751835	12123231343588.494	2497829.68097464	448.925	9.25e-05	14982.859	0.00308702
Austria	1162986705250.425	131454.93855744	41444236628522.99	4684532.98302279	788.73	8.915e-05	28099.689	0.00317617
Germany	68973839489597.055	831732.39876428	4391440353909116.0	52954906.47780992	4990.394	6.018e-05	317659.057	0.00383054
Greece	1709974806788.861	159398.55770973	60936724557062.234	5680332.81390347	956.391	8.915e-05	34072.892	0.00317617
Macedonia	64467390178.31	30949.92322376	2297362266749.103	1102932.59237541	185.7	8.915e-05	6615.828	0.00317617
Latvia	59284954387.6	30772.72874798	1852918791514.822	961784.78928299	184.636	9.584e-05	5769.074	0.00299452
United Kingdom	75539896991514.16	1136126.38506598	1990215932083946.0	29933014.5058743	6816.758	0.00010252	179541.657	0.00270032
Iceland	1927204548.611	5450.63989041	64338050098.782	181964.87891865	32.704	9.25e-05	1091.489	0.00308702
Guernsey	1170.654	0.0174589	29040.732	0.43310761	7.024	0.00010475	174.187	0.0025978
Vatican	13.687	0.01708744	360.606	0.45019505	0.082	0.00010252	2.163	0.00270032
Lithuania	43002.992	0.01541584	1435617.536	0.5146444	258.018	9.25e-05	8611.338	0.00308702
Slovenia	33790.17	0.0163445	999068.936	0.48325552	202.741	9.807e-05	5992.659	0.00289868
Bosnia and Herzegovina	54327.971	0.0163445	1606307.045	0.48325552	325.968	9.807e-05	9635.021	0.00289868
Spain	492918.473	0.01054963	29367552.496	0.62853588	2957.511	6.33e-05	176165.66	0.00377037
West Bank And Gaza	102153.151	0.02043063	1088286.654	0.21765733	612.919	0.00012258	6525.476	0.0013051
Monaco	596.315	0.01541584	19907.475	0.5146444	3.578	9.25e-05	119.412	0.00308702
Jersey	1703.762	0.0174589	42265.673	0.43310761	10.223	0.00010475	253.511	0.0025978
Albania	47914.255	0.01671597	1338342.537	0.46691102	287.486	0.0001003	8027.623	0.00280062
Azerbaijan	158809.28	0.01597304	4963497.09	0.49922856	952.856	9.584e-05	29772.544	0.00299452
Republic of Serbia	114118.7	0.0163445	3374130.65	0.48325552	684.712	9.807e-05	20238.858	0.00289868
Belarus	146225.184	0.01541584	4881600.782	0.5146444	877.351	9.25e-05	29281.554	0.00308702
Turkey	1406633.024	0.01708744	37059932.111	0.45019505	8439.798	0.00010252	222289.727	0.00270032
Czech Republic	169724.631	0.01597304	5304650.419	0.49922856	1018.348	9.584e-05	31818.884	0.00299452
San Marino	520.824	0.01541584	17387.261	0.5146444	3.125	9.25e-05	104.295	0.00308702
France	607157.003	0.00906377	44019914.319	0.65713876	3642.942	5.438e-05	264062.633	0.00394198
Slovakia	89028.694	0.0163445	2632298.146	0.48325552	534.172	9.807e-05	15789.166	0.00289868
Norway	78963.806	0.01485864	2813957.065	0.52950304	473.783	8.915e-05	16879.232	0.00317617
Montenegro	11212.23	0.0180161	258676.896	0.41564871	67.273	0.0001081	1551.533	0.00249304
Armenia	47148.83	0.01597304	1473610.883	0.49922856	282.893	9.584e-05	8839.16	0.00299452
Ukraine	712757.148	0.01597304	22276834.426	0.49922856	4276.543	9.584e-05	133623.135	0.00299452
Finland	55343.735	0.01002958	3523636.125	0.63856546	332.062	6.018e-05	21137.134	0.00383054
Sweden	107428.774	0.01054963	6400490.817	0.62853588	644.573	6.33e-05	38394.302	0.00377037
Russia	1524190.615	0.01054963	90809637.685	0.62853588	9145.144	6.33e-05	544735.207	0.00377037
Bulgaria	117416.585	0.01671597	3279683.845	0.46691102	704.5	0.0001003	19672.142	0.00280062
Romania	289356.206	0.01485864	10311508.305	0.52950304	1736.137	8.915e-05	61852.522	0.00317617
Portugal	164230.976	0.01597304	5132949.242	0.49922856	985.386	9.584e-05	30788.969	0.00299452
