Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Date
Putnam	2.0	0.0	0.0	0.0	2.697e-05	0.0	10.0	4.0	2.5	0.00013485	5.394e-05	3.37125e-05	2020-03-22
Putnam	2	0	0	0	2.697e-05	0.0	10	4	2.5	0.00013485	5.394e-05	3.37125e-05	2020-03-23
Putnam	2	0	0	0	2.697e-05	0.0	10	4	2.5	0.00013485	5.394e-05	3.37125e-05	2020-03-24
Putnam	4	0	0	0	5.394e-5	0	20	8	5	2.697e-4	1.0788e-4	6.7425e-5	2020-03-25
Putnam	12	0	0	0	1.6181e-4	0	60	24	15	8.0905e-4	3.2362e-4	2.022625e-4	2020-03-26
Putnam	12	0	0	0	1.6181e-4	0	60	24	15	8.0905e-4	3.2362e-4	2.022625e-4	2020-03-27
Putnam	12	0	0	0	0.00016181	0.0	60	24	15	0.00080905	0.00032362	0.0002022625	2020-03-28
Putnam	12.0	0.0	0.0	0.0	0.00016181	0.0	60.0	24.0	15.0	0.00080905	0.00032362	0.0002022625	2020-03-29
Putnam	13.0	0.0	0.0	0.0	0.00017529	0.0	65.0	26.0	16.25	0.00087645	0.00035058	0.0002191125	2020-03-30
Putnam	13.0	0.0	0.0	0.0	0.00017529	0.0	65.0	26.0	16.25	0.00087645	0.00035058	0.0002191125	2020-03-31
Putnam	13.0	0.0	0.0	0.0	0.00017529	0.0	65.0	26.0	16.25	0.00087645	0.00035058	0.0002191125	2020-04-01
Putnam	14.0	0.0	0.0	0.0	0.00018877	0.0	70.0	28.0	17.5	0.00094385	0.00037754	0.0002359625	2020-04-02
Putnam	15.0	1.0	0.0	0.0	0.00020226	1.348e-05	333.333333333	153.846153846	100.0	0.00449333333333	0.00207384615385	0.001348	2020-04-03
Putnam	18.0	1.0	0.0	0.0	0.00024271	1.348e-05	333.333333333	153.846153846	100.0	0.00449333333333	0.00207384615385	0.001348	2020-04-04
Putnam	19.0	1.0	0.0	0.0	0.00025619	1.348e-05	333.333333333	153.846153846	100.0	0.00449333333333	0.00207384615385	0.001348	2020-04-05
Putnam	19.0	1.0	0.0	0.0	0.00025619	1.348e-05	333.333333333	153.846153846	100.0	0.00449333333333	0.00207384615385	0.001348	2020-04-06
Putnam	19.0	1.0	0.0	0.0	0.00025619	1.348e-05	333.333333333	153.846153846	100.0	0.00449333333333	0.00207384615385	0.001348	2020-04-07
Putnam	21.0	1.0	0.0	0.0	0.00028316	1.348e-05	333.333333333	153.846153846	100.0	0.00449333333333	0.00207384615385	0.001348	2020-04-08
