Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Tests	Tests_per_capita
East Timor	6	0	1	5	4.73e-6	0	30	12	7.5	2.365e-5	9.46e-6	5.9125e-6	NA	NA
Afghanistan	714	23	40	651	1.921e-5	6.2e-7	7666.66666667	3538.46153846	2300	2.06666666667e-4	9.53846153846e-5	6.2e-5	NA	NA
Qatar	3428	7	373	3048	0.00123235	2.52e-6	2333.33333333	1076.92307692	700	8.4e-4	3.87692307692e-4	2.52e-4	52622	0.018265
Bangladesh	1012	46	42	924	6.27e-6	2.9e-7	15333.3333333	7076.92307692	4600	9.66666666667e-5	4.46153846154e-5	2.9e-5	13128	8e-5
Bhutan	5	0	2	3	6.63e-6	0	25	10	6.25	3.315e-5	1.326e-5	8.2875e-6	1166	0.001511
Kuwait	1355	3	176	1176	3.2751e-4	7.3e-7	1000	461.538461538	300	2.43333333333e-4	1.12307692308e-4	7.3e-5	NA	NA
Nepal	16	0	1	15	5.7e-7	0	80	32	20	2.85e-6	1.14e-6	7.125e-7	6299	2.16e-4
Cambodia	122	0	91	31	7.51e-6	0	610	244	152.5	3.755e-5	1.502e-5	9.3875e-6	5768	3.45e-4
Laos	19	0	1	18	2.69e-6	0	95	38	23.75	1.345e-5	5.38e-6	3.3625e-6	1235	1.7e-4
Bahrain	1528	7	645	876	9.736e-4	4.46e-6	2333.33333333	1076.92307692	700	0.00148666666667	6.86153846154e-4	4.46e-4	69359	0.040762
Brunei	136	1	107	28	3.1704e-4	2.33e-6	333.333333333	153.846153846	100	7.76666666667e-4	3.58461538462e-4	2.33e-4	10350	0.023658
Saudi Arabia	5369	73	889	4407	1.5932e-4	2.17e-6	24333.3333333	11230.7692308	7300	7.23333333333e-4	3.33846153846e-4	2.17e-4	150000	0.004309
Iran	74877	4683	48129	22065	9.1536e-4	5.725e-5	1561000	720461.538462	468300	0.0190833333333	0.00880769230769	0.005725	287359	0.003421
Singapore	3252	10	611	2631	5.7673e-4	1.77e-6	3333.33333333	1538.46153846	1000	5.9e-4	2.72307692308e-4	1.77e-4	72680	0.012423
Jordan	397	7	235	155	3.988e-5	7e-7	2333.33333333	1076.92307692	700	2.33333333333e-4	1.07692307692e-4	7e-5	20500	0.002009
Lebanon	641	21	80	540	9.359e-5	3.07e-6	7000	3230.76923077	2100	0.00102333333333	4.72307692308e-4	3.07e-4	16319	0.002391
China	83306	3345	78200	1761	5.981e-5	2.4e-6	1115000	514615.384615	334500	8e-4	3.69230769231e-4	2.4e-4	NA	NA
Iraq	1400	78	766	556	3.643e-5	2.03e-6	26000	12000	7800	6.76666666667e-4	3.12307692308e-4	2.03e-4	45437	0.00113
Kazakhstan	1232	14	203	1015	6.741e-5	7.7e-7	4666.66666667	2153.84615385	1400	2.56666666667e-4	1.18461538462e-4	7.7e-5	76904	0.004096
Kyrgyzstan	430	5	71	354	6.808e-5	7.9e-7	1666.66666667	769.230769231	500	2.63333333333e-4	1.21538461538e-4	7.9e-5	26147	0.004008
Maldives	20	0	16	4	3.878e-5	0	100	40	25	1.939e-4	7.756e-5	4.8475e-5	2899	0.005363
Oman	813	4	130	679	1.6834e-4	8.3e-7	1333.33333333	615.384615385	400	2.76666666667e-4	1.27692307692e-4	8.3e-5	NA	NA
Philippines	5223	335	295	4593	4.897e-5	3.14e-6	111666.666667	51538.4615385	33500	0.00104666666667	4.83076923077e-4	3.14e-4	43500	3.97e-4
Indonesia	4839	459	426	3954	1.808e-5	1.71e-6	153000	70615.3846154	45900	5.7e-4	2.63076923077e-4	1.71e-4	31628	1.16e-4
Vietnam	266	0	169	97	2.78e-6	0	1330	532	332.5	1.39e-5	5.56e-6	3.475e-6	121821	0.001252
Mongolia	30	0	5	25	9.46e-6	0	150	60	37.5	4.73e-5	1.892e-5	1.1825e-5	1000	3.05e-4
Thailand	2613	41	1405	1167	3.764e-5	5.9e-7	13666.6666667	6307.69230769	4100	1.96666666667e-4	9.07692307692e-5	5.9e-5	100498	0.00144
Syria	29	2	5	22	1.72e-6	1.2e-7	666.666666667	307.692307692	200	4e-5	1.84615384615e-5	1.2e-5	NA	NA
Yemen	1	0	0	1	4e-8	0	5	2	1.25	2e-7	8e-8	5e-8	NA	NA
Taiwan	393	6	124	263	1.653e-5	2.5e-7	2000	923.076923077	600	8.33333333333e-5	3.84615384615e-5	2.5e-5	48549	0.002038
Pakistan	5837	96	1378	4363	2.751e-5	4.5e-7	32000	14769.2307692	9600	1.5e-4	6.92307692308e-5	4.5e-5	69928	3.17e-4
Myanmar	63	4	2	57	1.17e-6	7e-8	1333.33333333	615.384615385	400	2.33333333333e-5	1.07692307692e-5	7e-6	2443	4.5e-5
United Arab Emirates	4933	28	933	3972	5.122e-4	2.91e-6	9333.33333333	4307.69230769	2800	9.7e-4	4.47692307692e-4	2.91e-4	648195	0.065538
