Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Confirmed_change	Deaths_change	Tests	Tests_per_capita
Afghanistan	22	0	1	N/A	5.9e-7	0	110	44	27.5	2.95e-6	1.18e-6	7.375e-7	1	0	-80	0	NA	NA
Qatar	439	0	4	N/A	1.5782e-4	0	2195	878	548.75	7.891e-4	3.1564e-4	1.97275e-4	0	0	-100	0	NA	NA
Bangladesh	10	0	3	N/A	6e-8	0	50	20	12.5	3e-7	1.2e-7	7.5e-8	2	0	-33.3	0	NA	NA
Bhutan	1	0	0	N/A	1.33e-6	0	5	2	1.25	6.65e-6	2.66e-6	1.6625e-6	0	0	100	0	NA	NA
Kuwait	130	0	9	N/A	3.142e-5	0	650	260	162.5	1.571e-4	6.284e-5	3.9275e-5	7	0	-36.4	0	NA	NA
Nepal	1	0	1	N/A	4e-8	0	5	2	1.25	2e-7	8e-8	5e-8	0	0	100	0	NA	NA
Cambodia	33	0	1	N/A	2.03e-6	0	165	66	41.25	1.015e-5	4.06e-6	2.5375e-6	26	0	100	0	NA	NA
Bahrain	228	1	81	N/A	1.4527e-4	6.4e-7	333.333333333	153.846153846	100	2.13333333333e-4	9.84615384615e-5	6.4e-5	14	0	100	0	NA	NA
Brunei	56	0	0	N/A	1.3055e-4	0	280	112	70	6.5275e-4	2.611e-4	1.631875e-4	2	0	-50	0	NA	NA
Saudi Arabia	171	0	6	N/A	5.07e-6	0	855	342	213.75	2.535e-5	1.014e-5	6.3375e-6	53	0	253.3	0	NA	NA
Iran	16169	988	5389	N/A	1.9766e-4	1.208e-5	329333.333333	152000	98800	0.00402666666667	0.00185846153846	0.001208	1178	135	11.9	0	NA	NA
Singapore	266	0	114	N/A	4.717e-5	0	1330	532	332.5	2.3585e-4	9.434e-5	5.89625e-5	23	0	35.3	0	NA	NA
Jordan	34	0	1	N/A	3.42e-6	0	170	68	42.5	1.71e-5	6.84e-6	4.275e-6	17	0	88.9	0	NA	NA
China	81058	3230	68798	N/A	5.82e-5	2.32e-6	1076666.66667	496923.076923	323000	0.00077333333333300005	3.56923076923e-4	2.32e-4	25	13	-16.7	0	NA	NA
Thailand	177	1	41	N/A	2.55e-6	1e-8	333.333333333	153.846153846	100	3.33333333333e-6	1.53846153846e-6	1e-6	30	0	-9.1	0	NA	NA
Iraq	154	11	32	N/A	4.01e-6	2.9e-7	3666.66666667	1692.30769231	1100	9.66666666667e-5	4.46153846154e-5	2.9e-5	30	1	275	0	NA	NA
Kazakhstan	33	0	0	N/A	1.81e-6	0	165	66	41.25	9.05e-6	3.62e-6	2.2625e-6	23	0	2200	0	NA	NA
Maldives	13	0	0	N/A	2.521e-5	0	65	26	16.25	1.2605e-4	5.042e-5	3.15125e-5	0	0	100	0	NA	NA
Oman	24	0	9	N/A	4.97e-6	0	120	48	30	2.485e-5	9.94e-6	6.2125e-6	2	0	100	0	NA	NA
Philippines	187	12	5	N/A	1.75e-6	1.1e-7	4000	1846.15384615	1200	3.66666666667e-5	1.69230769231e-5	1.1e-5	45	0	2150	0	NA	NA
Indonesia	172	5	8	N/A	6.4e-7	2e-8	1666.66666667	769.230769231	500	6.66666666667e-6	3.07692307692e-6	2e-6	38	0	123.5	0	NA	NA
Vietnam	66	0	16	N/A	6.9e-7	0	330	132	82.5	3.45e-6	1.38e-6	8.625e-7	5	0	0	0	NA	NA
Mongolia	5	0	0	N/A	1.58e-6	0	25	10	6.25	7.9e-6	3.16e-6	1.975e-6	4	0	100	0	NA	NA
Japan	878	29	144	N/A	6.94e-6	2.3e-7	9666.66666667	4461.53846154	2900	7.66666666667e-5	3.53846153846e-5	2.3e-5	53	2	-478.6	0	NA	NA
Taiwan	77	1	22	N/A	3.24e-6	4e-8	333.333333333	153.846153846	100	1.33333333333e-5	6.15384615385e-6	4e-6	10	0	25	0	NA	NA
Pakistan	236	0	2	N/A	1.11e-6	0	1180	472	295	5.55e-6	2.22e-6	1.3875e-6	100	0	20.5	0	NA	NA
United Arab Emirates	98	0	23	N/A	1.018e-5	0	490	196	122.5	5.09e-5	2.036e-5	1.2725e-5	0	0	100	0	NA	NA
India	142	3	14	N/A	1e-7	0	1000	461.538461538	300	5e-7	2e-7	1.25e-7	23	1	283.3	0	NA	NA
Uzbekistan	10	0	0	N/A	3e-7	0	50	20	12.5	1.5e-6	6e-7	3.75e-7	4	0	-20	0	NA	NA
Malaysia	673	2	49	N/A	2.128e-5	6e-8	666.666666667	307.692307692	200	2e-5	9.23076923077e-6	6e-6	107	2	-22.5	0	NA	NA
Sri Lanka	44	0	1	N/A	2.03e-6	0	220	88	55	1.015e-5	4.06e-6	2.5375e-6	16	0	60	0	NA	NA
Lebanon	120	3	3	N/A	1.752e-5	4.4e-7	1000	461.538461538	300	1.46666666667e-4	6.76923076923e-5	4.4e-5	21	0	-290.9	0	NA	NA
South Korea	8320	81	1407	N/A	1.6113e-4	1.57e-6	27000	12461.5384615	8100	5.23333333333e-4	2.41538461538e-4	1.57e-4	84	6	13.5	0	NA	NA
