Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Tests	Tests_per_capita
East Timor	1	0	0	1	7.9e-7	0	5	2	1.25	3.95e-6	1.58e-6	9.875e-7	NA	NA
Afghanistan	237	4	5	228	6.38e-6	1.1e-7	1333.33333333	615.384615385	400	3.66666666667e-5	1.69230769231e-5	1.1e-5	NA	NA
Qatar	835	2	71	762	3.0018e-4	7.2e-7	666.666666667	307.692307692	200	2.4e-4	1.10769230769e-4	7.2e-5	NA	NA
Bangladesh	54	6	25	23	3.3e-7	4e-8	2000	923.076923077	600	1.33333333333e-5	6.15384615385e-6	4e-6	1602	1e-5
Bhutan	4	0	0	4	5.3e-6	0	20	8	5	2.65e-5	1.06e-5	6.625e-6	NA	NA
Kuwait	317	0	80	237	7.662e-5	0	1585	634	396.25	3.831e-4	1.5324e-4	9.5775e-5	NA	NA
Nepal	5	0	1	4	1.8e-7	0	25	10	6.25	9e-7	3.6e-7	2.25e-7	NA	NA
Cambodia	109	0	25	84	6.71e-6	0	545	218	136.25	3.355e-5	1.342e-5	8.3875e-6	NA	NA
Laos	10	0	0	10	1.42e-6	0	50	20	12.5	7.1e-6	2.84e-6	1.775e-6	NA	NA
Bahrain	569	4	337	228	3.6255e-4	2.55e-6	1333.33333333	615.384615385	400	8.5e-4	3.92307692308e-4	2.55e-4	NA	NA
Brunei	131	1	52	78	3.0539e-4	2.33e-6	333.333333333	153.846153846	100	7.76666666667e-4	3.58461538462e-4	2.33e-4	NA	NA
Saudi Arabia	1720	16	264	1440	5.104e-5	4.7e-7	5333.33333333	2461.53846154	1600	1.56666666667e-4	7.23076923077e-5	4.7e-5	NA	NA
Iran	47593	3036	15473	29084	5.8182e-4	3.711e-5	1012000	467076.923077	303600	0.01237	0.00570923076923	0.003711	NA	NA
Singapore	1000	3	245	752	1.7735e-4	5.3e-7	1000	461.538461538	300	1.76666666667e-4	8.15384615385e-5	5.3e-5	NA	NA
Jordan	278	5	36	237	2.792e-5	5e-7	1666.66666667	769.230769231	500	1.66666666667e-4	7.69230769231e-5	5e-5	NA	NA
Lebanon	479	14	43	422	6.994e-5	2.04e-6	4666.66666667	2153.84615385	1400	6.8e-4	3.13846153846e-4	2.04e-4	NA	NA
China	82361	3316	76405	2640	5.914e-5	2.38e-6	1105333.33333	510153.846154	331600	7.93333333333e-4	3.66153846154e-4	2.38e-4	NA	NA
Iraq	728	52	182	494	1.894e-5	1.35e-6	17333.3333333	8000	5200	4.5e-4	2.07692307692e-4	1.35e-4	NA	NA
Kazakhstan	380	3	26	351	2.079e-5	1.6e-7	1000	461.538461538	300	5.33333333333e-5	2.46153846154e-5	1.6e-5	NA	NA
Kyrgyzstan	111	0	3	108	1.757e-5	0	555	222	138.75	8.785e-5	3.514e-5	2.19625e-5	NA	NA
Maldives	19	0	13	6	3.684e-5	0	95	38	23.75	1.842e-4	7.368e-5	4.605e-5	NA	NA
Oman	210	1	34	175	4.348e-5	2.1e-7	333.333333333	153.846153846	100	7e-5	3.23076923077e-5	2.1e-5	NA	NA
Philippines	2311	96	50	2165	2.167e-5	9e-7	32000	14769.2307692	9600	3e-4	1.38461538462e-4	9e-5	4342	4.3e-5
Indonesia	1677	157	103	1417	6.27e-6	5.9e-7	52333.3333333	24153.8461538	15700	1.96666666667e-4	9.07692307692e-5	5.9e-5	NA	NA
Vietnam	218	0	63	155	2.28e-6	0	1090	436	272.5	1.14e-5	4.56e-6	2.85e-6	67456	7.01e-4
Mongolia	14	0	2	12	4.42e-6	0	70	28	17.5	2.21e-5	8.84e-6	5.525e-6	NA	NA
Thailand	1771	12	505	1254	2.551e-5	1.7e-7	4000	1846.15384615	1200	5.66666666667e-5	2.61538461538e-5	1.7e-5	NA	NA
Syria	10	2	0	8	5.9e-7	1.2e-7	666.666666667	307.692307692	200	4e-5	1.84615384615e-5	1.2e-5	NA	NA
Taiwan	329	5	39	285	1.384e-5	2.1e-7	1666.66666667	769.230769231	500	7e-5	3.23076923077e-5	2.1e-5	NA	NA
Pakistan	2118	27	94	1997	9.98e-6	1.3e-7	9000	4153.84615385	2700	4.33333333333e-5	2e-5	1.3e-5	NA	NA
Myanmar	15	1	0	14	2.8e-7	2e-8	333.333333333	153.846153846	100	6.66666666667e-6	3.07692307692e-6	2e-6	NA	NA
United Arab Emirates	814	8	61	745	8.452e-5	8.3e-7	2666.66666667	1230.76923077	800	2.76666666667e-4	1.27692307692e-4	8.3e-5	NA	NA
India	1998	58	148	1792	1.48e-6	4e-8	19333.3333333	8923.07692308	5800	1.33333333333e-5	6.15384615385e-6	4e-6	47951	3.5e-5
Uzbekistan	181	2	12	167	5.49e-6	6e-8	666.666666667	307.692307692	200	2e-5	9.23076923077e-6	6e-6	NA	NA
Malaysia	2908	45	645	2218	9.197e-5	1.42e-6	15000	6923.07692308	4500	4.73333333333e-4	2.18461538462e-4	1.42e-4	NA	NA
Sri Lanka	146	3	21	122	6.74e-6	1.4e-7	1000	461.538461538	300	4.66666666667e-5	2.15384615385e-5	1.4e-5	NA	NA
Japan	2178	57	472	1649	1.721e-5	4.5e-7	19000	8769.23076923	5700	1.5e-4	6.92307692308e-5	4.5e-5	34508	2.74e-4
South Korea	9887	165	5567	4155	1.9148e-4	3.2e-6	55000	25384.6153846	16500	0.00106666666667	4.92307692308e-4	3.2e-4	421547	0.008152
