Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita
East Timor	18.0	0.0	1.0	17.0	1.42e-05	0.0	90.0	36.0	22.5	7.1e-05	2.84e-05	1.775e-05
Afghanistan	840.0	30.0	54.0	756.0	2.26e-05	8.1e-07	10000.0	4615.38461538	3000.0	0.00027	0.000124615384615	8.1e-05
Qatar	4103.0	7.0	415.0	3681.0	0.00147501	2.52e-06	2333.33333333	1076.92307692	700.0	0.00084	0.000387692307692	0.000252
Bangladesh	1572.0	60.0	49.0	1463.0	9.74e-06	3.7e-07	20000.0	9230.76923077	6000.0	0.000123333333333	5.69230769231e-05	3.7e-05
Bhutan	5.0	0.0	2.0	3.0	6.63e-06	0.0	25.0	10.0	6.25	3.315e-05	1.326e-05	8.2875e-06
Kuwait	1524.0	3.0	225.0	1296.0	0.00036836	7.3e-07	1000.0	461.538461538	300.0	0.000243333333333	0.000112307692308	7.3e-05
Nepal	16.0	0.0	2.0	14.0	5.7e-07	0.0	80.0	32.0	20.0	2.85e-06	1.14e-06	7.125e-07
Cambodia	122.0	0.0	98.0	24.0	7.51e-06	0.0	610.0	244.0	152.5	3.755e-05	1.502e-05	9.3875e-06
Laos	19.0	0.0	2.0	17.0	2.69e-06	0.0	95.0	38.0	23.75	1.345e-05	5.38e-06	3.3625e-06
Bahrain	1700.0	7.0	703.0	990.0	0.00108319	4.46e-06	2333.33333333	1076.92307692	700.0	0.00148666666667	0.000686153846154	0.000446
Brunei	136.0	1.0	108.0	27.0	0.00031704	2.33e-06	333.333333333	153.846153846	100.0	0.000776666666667	0.000358461538462	0.000233
Saudi Arabia	6380.0	83.0	990.0	5307.0	0.00018932	2.46e-06	27666.6666667	12769.2307692	8300.0	0.00082	0.000378461538462	0.000246
Iran	77995.0	4869.0	52229.0	20897.0	0.00095348	5.952e-05	1623000.0	749076.923077	486900.0	0.01984	0.00915692307692	0.005952
Singapore	4427.0	10.0	683.0	3734.0	0.00078511	1.77e-06	3333.33333333	1538.46153846	1000.0	0.00059	0.000272307692308	0.000177
Jordan	402.0	7.0	259.0	136.0	4.038e-05	7e-07	2333.33333333	1076.92307692	700.0	0.000233333333333	0.000107692307692	7e-05
Lebanon	663.0	21.0	86.0	556.0	9.68e-05	3.07e-06	7000.0	3230.76923077	2100.0	0.00102333333333	0.000472307692308	0.000307
China	83403	3346	78401	1656	5.988e-05	2.4e-06	1115333.33333	514769.230769	334600.0	0.0008	0.000369230769231	0.00024
Iraq	1434.0	80.0	856.0	498.0	3.731e-05	2.08e-06	26666.6666667	12307.6923077	8000.0	0.000693333333333	0.00032	0.000208
Kazakhstan	1402.0	17.0	277.0	1108.0	7.671e-05	9.3e-07	5666.66666667	2615.38461538	1700.0	0.00031	0.000143076923077	9.3e-05
Kyrgyzstan	466.0	5.0	91.0	370.0	7.378e-05	7.9e-07	1666.66666667	769.230769231	500.0	0.000263333333333	0.000121538461538	7.9e-05
Maldives	25.0	0.0	16.0	9.0	4.848e-05	0.0	125.0	50.0	31.25	0.0002424	9.696e-05	6.06e-05
Oman	1019.0	4.0	176.0	839.0	0.000211	8.3e-07	1333.33333333	615.384615385	400.0	0.000276666666667	0.000127692307692	8.3e-05
Philippines	5660.0	362.0	435.0	4863.0	5.307e-05	3.39e-06	120666.666667	55692.3076923	36200.0	0.00113	0.000521538461538	0.000339
Indonesia	5516.0	496.0	548.0	4472.0	2.061e-05	1.85e-06	165333.333333	76307.6923077	49600.0	0.000616666666667	0.000284615384615	0.000185
