Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Tests	Tests_per_capita
East Timor	4	0	1	3	3.15e-6	0	20	8	5	1.575e-5	6.3e-6	3.9375e-6	NA	NA
Afghanistan	665	21	32	612	1.789e-5	5.6e-7	7000	3230.76923077	2100	1.86666666667e-4	8.61538461538e-5	5.6e-5	NA	NA
Qatar	3231	7	334	2890	0.00116153	2.52e-6	2333.33333333	1076.92307692	700	8.4e-4	3.87692307692e-4	2.52e-4	50828	0.017642
Bangladesh	803	39	42	722	4.98e-6	2.4e-7	13000	6000	3900	8e-5	3.69230769231e-5	2.4e-5	11223	6.8e-5
Bhutan	5	0	2	3	6.63e-6	0	25	10	6.25	3.315e-5	1.326e-5	8.2875e-6	1166	0.001511
Kuwait	1300	2	150	1148	3.1421e-4	4.8e-7	666.666666667	307.692307692	200	1.6e-4	7.38461538462e-5	4.8e-5	NA	NA
Nepal	14	0	1	13	5e-7	0	70	28	17.5	2.5e-6	1e-6	6.25e-7	5184	1.78e-4
Cambodia	122	0	77	45	7.51e-6	0	610	244	152.5	3.755e-5	1.502e-5	9.3875e-6	5768	3.45e-4
Laos	19	0	0	19	2.69e-6	0	95	38	23.75	1.345e-5	5.38e-6	3.3625e-6	1140	1.57e-4
Bahrain	1361	6	591	764	8.6719e-4	3.82e-6	2000	923.076923077	600	0.00127333333333	5.87692307692e-4	3.82e-4	67327	0.039567
Brunei	136	1	107	28	3.1704e-4	2.33e-6	333.333333333	153.846153846	100	7.76666666667e-4	3.58461538462e-4	2.33e-4	10167	0.02324
Saudi Arabia	4934	65	805	4064	1.4641e-4	1.93e-6	21666.6666667	10000	6500	6.43333333333e-4	2.96923076923e-4	1.93e-4	115585	0.00332
Iran	73303	4585	45983	22735	8.9612e-4	5.605e-5	1528333.33333	705384.615385	458500	0.0186833333333	0.00862307692308	0.005605	275427	0.003279
Singapore	2918	9	586	2323	5.175e-4	1.6e-6	3000	1384.61538462	900	5.33333333333e-4	2.46153846154e-4	1.6e-4	72680	0.012423
Jordan	391	7	215	169	3.927e-5	7e-7	2333.33333333	1076.92307692	700	2.33333333333e-4	1.07692307692e-4	7e-5	20500	0.002009
Lebanon	632	20	80	532	9.228e-5	2.92e-6	6666.66666667	3076.92307692	2000	9.73333333333e-4	4.49230769231e-4	2.92e-4	15408	0.002257
China	83213	3345	78039	1829	5.975e-5	2.4e-6	1115000	514615.384615	334500	8e-4	3.69230769231e-4	2.4e-4	NA	NA
Iraq	1378	78	717	583	3.585e-5	2.03e-6	26000	12000	7800	6.76666666667e-4	3.12307692308e-4	2.03e-4	37791	9.4e-4
Kazakhstan	1091	12	138	941	5.969e-5	6.6e-7	4000	1846.15384615	1200	2.2e-4	1.01538461538e-4	6.6e-5	69304	0.003691
Kyrgyzstan	419	5	67	347	6.634e-5	7.9e-7	1666.66666667	769.230769231	500	2.63333333333e-4	1.21538461538e-4	7.9e-5	9618	0.001474
Maldives	20	0	14	6	3.878e-5	0	100	40	25	1.939e-4	7.756e-5	4.8475e-5	NA	NA
Oman	727	4	124	599	1.5053e-4	8.3e-7	1333.33333333	615.384615385	400	2.76666666667e-4	1.27692307692e-4	8.3e-5	NA	NA
Philippines	4932	315	242	4375	4.624e-5	2.95e-6	105000	48461.5384615	31500	9.83333333333e-4	4.53846153846e-4	2.95e-4	33814	3.09e-4
