Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Tests	Tests_per_capita
East Timor	2	0	1	1	1.58e-6	0	10	4	2.5	7.9e-6	3.16e-6	1.975e-6	NA	NA
Afghanistan	607	18	32	557	1.633e-5	4.8e-7	6000	2769.23076923	1800	1.6e-4	7.38461538462e-5	4.8e-5	NA	NA
Qatar	2979	7	275	2697	0.00107094	2.52e-6	2333.33333333	1076.92307692	700	8.4e-4	3.87692307692e-4	2.52e-4	49102	0.017043
Bangladesh	621	34	39	548	3.85e-6	2.1e-7	11333.3333333	5230.76923077	3400	7e-5	3.23076923077e-5	2.1e-5	9653	5.9e-5
Bhutan	5	0	2	3	6.63e-6	0	25	10	6.25	3.315e-5	1.326e-5	8.2875e-6	1166	0.001511
Kuwait	1234	1	142	1091	2.9826e-4	2.4e-7	333.333333333	153.846153846	100	8e-5	3.69230769231e-5	2.4e-5	NA	NA
Nepal	12	0	1	11	4.3e-7	0	60	24	15	2.15e-6	8.6e-7	5.375e-7	4426	1.52e-4
Cambodia	122	0	77	45	7.51e-6	0	610	244	152.5	3.755e-5	1.502e-5	9.3875e-6	5768	3.45e-4
Laos	19	0	0	19	2.69e-6	0	95	38	23.75	1.345e-5	5.38e-6	3.3625e-6	1140	1.57e-4
Bahrain	1136	6	558	572	7.2383e-4	3.82e-6	2000	923.076923077	600	0.00127333333333	5.87692307692e-4	3.82e-4	63973	0.037596
Brunei	136	1	106	29	3.1704e-4	2.33e-6	333.333333333	153.846153846	100	7.76666666667e-4	3.58461538462e-4	2.33e-4	9884	0.022593
Saudi Arabia	4462	59	761	3642	1.324e-4	1.75e-6	19666.6666667	9076.92307692	5900	5.83333333333e-4	2.69230769231e-4	1.75e-4	115585	0.00332
Iran	71686	4474	43894	23318	8.7635e-4	5.469e-5	1491333.33333	688307.692308	447400	0.01823	0.00841384615385	0.005469	263388	0.003136
Singapore	2532	8	560	1964	4.4904e-4	1.42e-6	2666.66666667	1230.76923077	800	4.73333333333e-4	2.18461538462e-4	1.42e-4	72680	0.012423
Jordan	389	7	201	181	3.907e-5	7e-7	2333.33333333	1076.92307692	700	2.33333333333e-4	1.07692307692e-4	7e-5	20500	0.002009
Lebanon	630	20	80	530	9.199e-5	2.92e-6	6666.66666667	3076.92307692	2000	9.73333333333e-4	4.49230769231e-4	2.92e-4	15152	0.00222
China	83134	3343	77956	1835	5.969e-5	2.4e-6	1114333.33333	514307.692308	334300	8e-4	3.69230769231e-4	2.4e-4	NA	NA
Iraq	1352	76	640	636	3.518e-5	1.98e-6	25333.3333333	11692.3076923	7600	6.6e-4	3.04615384615e-4	1.98e-4	35415	8.8e-4
Kazakhstan	951	10	99	842	5.203e-5	5.5e-7	3333.33333333	1538.46153846	1000	1.83333333333e-4	8.46153846154e-5	5.5e-5	69304	0.003691
Kyrgyzstan	377	5	54	318	5.969e-5	7.9e-7	1666.66666667	769.230769231	500	2.63333333333e-4	1.21538461538e-4	7.9e-5	9618	0.001474
Maldives	20	0	14	6	3.878e-5	0	100	40	25	1.939e-4	7.756e-5	4.8475e-5	NA	NA
Oman	599	4	109	486	1.2403e-4	8.3e-7	1333.33333333	615.384615385	400	2.76666666667e-4	1.27692307692e-4	8.3e-5	NA	NA
Philippines	4648	297	197	4154	4.358e-5	2.78e-6	99000	45692.3076923	29700	9.26666666667e-4	4.27692307692e-4	2.78e-4	33814	3.09e-4
Indonesia	4241	373	359	3509	1.584e-5	1.39e-6	124333.333333	57384.6153846	37300	4.63333333333e-4	2.13846153846e-4	1.39e-4	27075	9.9e-5
Vietnam	262	0	144	118	2.74e-6	0	1310	524	327.5	1.37e-5	5.48e-6	3.425e-6	121821	0.001252
Mongolia	16	0	4	12	5.05e-6	0	80	32	20	2.525e-5	1.01e-5	6.3125e-6	NA	NA
Thailand	2551	38	1218	1295	3.674e-5	5.5e-7	12666.6666667	5846.15384615	3800	1.83333333333e-4	8.46153846154e-5	5.5e-5	71860	0.00103
Syria	25	2	5	18	1.48e-6	1.2e-7	666.666666667	307.692307692	200	4e-5	1.84615384615e-5	1.2e-5	NA	NA
Yemen	1	0	0	1	4e-8	0	5	2	1.25	2e-7	8e-8	5e-8	NA	NA
