Date	Cases	Cases_per_capitaTotal_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
2020-01-25	1.42	2.7e-07	1.42	2.7e-07	0.0	0.0	0.0	0.0
2020-01-26	2.84	5.3e-07	4.261	8e-07	0.0	0.0	0.0	0.0
2020-01-27	5.681	1.07e-06	9.941	1.87e-06	0.0	0.0	0.0	0.0
2020-01-28	11.362	2.14e-06	21.303	4.01e-06	0.0	0.0	0.0	0.0
2020-01-29	19.741	3.71e-06	41.044	7.72e-06	0.0	0.0	0.0	0.0
2020-01-30	39.482	7.43e-06	80.526	1.515e-05	0.0	0.0	0.0	0.0
2020-01-31	59.223	1.114e-05	139.749	2.63e-05	0.0	0.0	0.0	0.0
2020-02-01	118.446	2.229e-05	258.195	4.858e-05	0.0	0.0	0.0	0.0
2020-02-02	197.41	3.715e-05	455.604	8.573e-05	0.0	0.0	0.0	0.0
2020-02-03	296.114	5.572e-05	751.718	0.00014145	0.0	0.0	0.0	0.0
2020-02-04	394.819	7.429e-05	1146.537	0.00021574	0.009	0.0	0.009	0.0
2020-02-05	493.524	9.287e-05	1640.061	0.00030861	0.017	0.0	0.026	0.0
2020-02-06	592.229	0.00011144	2232.29	0.00042005	0.034	1e-08	0.06	1e-08
2020-02-07	690.933	0.00013001	2923.223	0.00055006	0.068	1e-08	0.128	2e-08
2020-02-08	829.12	0.00015602	3752.343	0.00070608	0.118	2e-08	0.246	5e-08
2020-02-09	987.048	0.00018573	4739.391	0.00089181	0.237	4e-08	0.483	9e-08
2020-02-10	1184.457	0.00022288	5923.848	0.00111469	0.355	7e-08	0.838	1.6e-07
2020-02-11	1421.349	0.00026746	7345.196	0.00138215	0.711	1.3e-07	1.549	2.9e-07
2020-02-12	1835.908	0.00034546	9181.105	0.00172761	1.184	2.2e-07	2.734	5.1e-07
2020-02-13	2586.065	0.00048662	11767.169	0.00221423	1.777	3.3e-07	4.51	8.5e-07
2020-02-14	3731.04	0.00070207	15498.209	0.0029163	2.369	4.5e-07	6.879	1.29e-06
2020-02-15	4602.274	0.00086601	20100.483	0.00378231	2.961	5.6e-07	9.84	1.85e-06
2020-02-16	5761.726	0.00108419	25862.209	0.0048665	3.553	6.7e-07	13.394	2.52e-06
2020-02-17	7015.934	0.00132019	32878.143	0.00618669	4.146	7.8e-07	17.539	3.3e-06
2020-02-18	8525.459	0.00160424	41403.602	0.00779093	4.975	9.4e-07	22.514	4.24e-06
2020-02-19	10261.347	0.00193088	51664.948	0.00972181	5.922	1.11e-06	28.436	5.35e-06
2020-02-20	12559.193	0.00236327	64224.142	0.01208507	7.107	1.34e-06	35.543	6.69e-06
2020-02-21	15511.124	0.00291873	79735.265	0.01500381	8.528	1.6e-06	44.071	8.29e-06
2020-02-22	19080.288	0.00359034	98815.553	0.01859415	11.015	2.07e-06	55.087	1.037e-05
2020-02-23	22974.519	0.00432312	121790.072	0.02291727	15.516	2.92e-06	70.603	1.329e-05
2020-02-24	27545.208	0.00518319	149335.28	0.02810046	22.386	4.21e-06	92.989	1.75e-05
2020-02-25	32352.787	0.00608783	181688.067	0.03418829	27.614	5.2e-06	120.603	2.269e-05
2020-02-26	37615.725	0.00707816	219303.792	0.04126645	34.57	6.51e-06	155.173	2.92e-05
2020-02-27	43490.632	0.00818364	262794.424	0.0494501	42.096	7.92e-06	197.269	3.712e-05
2020-02-28	50174.918	0.00944143	312969.343	0.05889152	51.153	9.63e-06	248.422	4.675e-05
2020-02-29	56643.37	0.0106586	369612.713	0.06955012	61.568	1.159e-05	309.99	5.833e-05
2020-03-01	62047.127	0.01167542	431659.839	0.08122555	75.355	1.418e-05	385.345	7.251e-05
2020-03-02	66978.416	0.01260335	498638.256	0.09382889	93.067	1.751e-05	478.412	9.002e-05
2020-03-03	72719.085	0.01368357	571357.34	0.10751246	114.482	2.154e-05	592.893	0.00011156
2020-03-04	80164.056	0.01508449	651521.396	0.12259695	137.847	2.594e-05	730.74	0.0001375
2020-03-05	89081.702	0.01676253	740603.098	0.13935948	165.271	3.11e-05	896.012	0.0001686
2020-03-06	98271.773	0.01849183	838874.87	0.1578513	194.117	3.653e-05	1090.128	0.00020513
2020-03-07	102652.948	0.01931623	941527.818	0.17716754	225.694	4.247e-05	1315.823	0.0002476
2020-03-08	106601.138	0.02005916	1048128.956	0.1972267	260.944	4.91e-05	1576.767	0.0002967
2020-03-09	108575.233	0.02043063	1156704.189	0.21765733	301.05	5.665e-05	1877.816	0.00035335
